text,favorite_count,retweet_count,created_at
not good #MachakosCountyExposed,0,0,2022-11-29T13:08:33Z
"We offer quality pest control services in Nairobi.  Talk to us via ☎️0769545458

Tirries Tuesday Betty Kyalo #MachakosCountyExposed Pwani University Nairobi River Ezekiel Machogu Alai Kiswahili Ichaweri https://t.co/Bo6ctw985C",0,0,2022-11-29T13:08:16Z
"For Adult comics and nasty memes  join our telegram channel now link👉 https://t.co/UqlwOziRL6 for more retweet our post

""Nairobi River""
""Ezekiel Machogu""
""Tirries Tuesday""
#MachakosCountyExposed
""Pwani University""
""Betty Kyallo"" https://t.co/fPou5UWbzz",0,0,2022-11-29T13:06:54Z
"Miato🔥🔥

Tirries Tuesday Betty Kyallo Pwani University  Nairobi River #MachakosCountyExposed #MachakosImpunity Balenciaga Ezekiah Machogu Uhuru Kibra https://t.co/M6FoHfHIqN",35,35,2022-11-29T13:06:14Z
"Dee offering Massage and extras services around Lavington contact her on +254 708 500901, +254 708 500901 Book now!!

""Nairobi River""
""Ezekiel Machogu""
""Tirries Tuesday""
#MachakosCountyExposed
""Betty Kyallo""
""Pwani University"" https://t.co/0GyWqxWPzs",0,0,2022-11-29T13:05:28Z
"Massage and extras services available around Ngara, Westlands, Parklands contact us on 0741144643

""Nairobi River""
""Ezekiel Machogu""
""Tirries Tuesday""
#MachakosCountyExposed
""Pwani University""
""Betty Kyallo"" https://t.co/8AWz5ZaOm3",1,0,2022-11-29T13:04:48Z
"Unangoja Senegal iqualify ukiwa maeneo ganny?

Bruno Fernandes #MachakosCountyExposed  #MAMA2022 #SpotifyWrapped #StrayKidsAt2022MAMA",0,0,2022-11-29T13:03:05Z
"Finally Mhesh kapata @bevalynekwambo3 .Yani venye unamuangalia tu @AlinurMohamed_ Fungua roho...inakubalika
#MachakosImpunity Pwani University #MachakosCountyExposed Uhuru kenyatta ichaweri pinky kibra nairobi river alai https://t.co/oup4VBWr2d",0,0,2022-11-29T13:00:11Z
MC2 @dankilemi: What is this that Gachagua has not understood about President Ruto? The Ruto philosophy does not allow the creation of Kingpins. #NairobiRiver #MachakosCountyExposed https://t.co/YwSsem9ZNQ,1,1,2022-11-29T13:00:02Z
"The anxiety that comes with forex trading can be simulated in this simple game https://t.co/djDnxDE1Ul

Pwani University | Uhuru Kenyatta | Nairobi River | Betty Kyallo | #MachakosCountyExposed | Alai",0,0,2022-11-29T12:58:39Z
"Ed sheeran Galway girl
https://t.co/8oaN50k5V3

#The1975
#MachakosCountyExposed 
#SpotifyWrapped https://t.co/o4tNOVzeJv",0,0,2022-11-29T12:58:01Z
"President William Ruto Distributes Question papers to KCPE students
https://t.co/Ikzty1C68x
Pwani University Alai Signal #MachakosCountyExposed",1,1,2022-11-29T12:56:55Z
"HP ELITEBOOK 840 
✅Size 14 Inches 
✅8th Generation 
✅Intel Core I7
✅Fingerprint Sensor
✅Storage 8GB RAM /256GB SSD 
✅WITH HDMI PORT&amp; TYPE C PORT
✅Warranty 6 months quaranteed 
PRICE KSH 48000

CALL WHATSAPP
0701846097

#GivingTuesday2022 #MachakosCountyExposed KCPE Riggy G https://t.co/cDi9s05goj",73,69,2022-11-29T12:55:48Z
"It's tirries Tuesday... Ready to enjoy?
#Alai
#MachakosCountyExposed 
#Christianity 
#Betty Kyallo
#UhuruKenyatta 
#ThiagoSilva",4,0,2022-11-29T12:55:25Z
"""Hii Nayo Ni Uchokozi"" Miguna's Funny' Tweet Concerning Raila's Sister Cause Stir Online
https://t.co/kKPR8fYr1J
 #MachakosCountyExposed",0,0,2022-11-29T12:55:17Z
https://t.co/Ud8JicPjPj OTILE BROWN releases Video of the song DO IT! #doit #doitchallenge #otilebrown #viviankenya #Trending #WorldCup2022 #WorldCupIkoKBC #MachakosCountyExposed  #SpotifyWrapped #monsterflani #levelthevibe https://t.co/BKkGiTX0oU,1,0,2022-11-29T12:55:05Z
"Just Arrived!!!

💥💥 💥 Hp scanjet pro 2500 F1 

Ksh 46,000

The most trusted supplier of Computers and Accessories.

Contact Us;0708414113 

Lakers
#MachakosCountyExposed 
Aboubakar 
Uhuru
Nairobi River https://t.co/up2z7Bv1Sw",0,0,2022-11-29T12:54:51Z
"Do you want to buy an expensive land with less value? We guess not. The reason we are here making sure you get a value added plot at affordable price.

Reach out to us! 
☎0701 730 267
#MachakosCountyExposed Aboubakar Pwani University Nairobi River Uhuru Kenyatta Kibra https://t.co/uICQPiOJwd",2,0,2022-11-29T12:54:43Z
"Just Arrived!!!

💥💥 💥 Canon pixma G3411 

Ksh 27,000

The most trusted supplier of Computers and Accessories.

Contact Us;0708414113 

Lakers
Aboubakar 
#MachakosCountyExposed
Uhuru
Nairobi River https://t.co/HxVXhuVJN6",0,0,2022-11-29T12:52:41Z
"Ndindi Nyoro attended Murang'a University's graduation ceremony.

Trends: #kibra #christianity #bettykyalo #alai #pwaniuniversity #uhurukenyatta #machakoscountyexposed #nairobiriver https://t.co/N4fNTdu7KI",2,0,2022-11-29T12:52:34Z
"Yoga balls with free pump
Size:75cm Diameter
Colors:Grey, Purple and Blue
Call 0727042454 WhatsApp us on  https://t.co/ownfoB6BSx
Betty Kyallo Uhuru Kenyatta Nairobi River Ezekiel Machogu Alai Ichaweri Pwani University #MachakosCountyExposed President Ruto Kibra Riggy G Sacco https://t.co/7Y5vGhjpJm",1,0,2022-11-29T12:51:35Z
"When you need it, we've got it!

This solar set up of 3kW inverter, 1.3kW pv &amp; 9.6kWh storage is on working mode in #Msambweni

https://t.co/LwhFN8apCR,0702156134

Uhuru Kenyatta Ichaweri Ezekiel Machogu Betty Kyallo #MachakosCountyExposed Alai Nairobi River Kibra Raila Pwani https://t.co/Rsp1nXnRV5",1,0,2022-11-29T12:50:59Z
"@citizentvkenya Mr William Ruto, 

Silence Raila Odinga by arresting HIM. 
#MachakosCountyExposed 
#ArrestRailaOdinga",0,0,2022-11-29T12:50:33Z
"Mr William Ruto,

Silence @RailaOdinga by arresting him.
#ArrestRailaOdinga 
#MachakosCountyExposed",1,0,2022-11-29T12:49:29Z
"Clitoral stimulation vibrator
✅Panty attaching clitoral stimulation vibrator
✅Has a remote attached for play
Call 0727042454 WhatsApp us on  https://t.co/ownfoBoL6F
Betty Kyallo Uhuru Kenyatta Nairobi River Ezekiel Machogu Alai Ichaweri Pwani University #MachakosCountyExposed https://t.co/2Odxye2H67",0,0,2022-11-29T12:49:27Z
"Nairobi river will never be restored I mean it majorly passes through the slums,which will never be rid off...it is the sewer line for many estates in Nairobi.
#MachakosCountyExposed Betty Kyalo #MachakosImpunity Ezekiel Machogu.Alai.Ichaweri.Uhuru Kenyatta.Kibra https://t.co/3Spz3RxTid",0,0,2022-11-29T12:49:24Z
"The Rose 
Tongue lick and sucker vibrator
✅Super suction 
✅Super clit stimulator
✅Rechargeable
Call 0727042454 WhatsApp us on  https://t.co/ownfoBoL6F
Betty Kyallo Uhuru Kenyatta Nairobi River Ezekiel Machogu Alai Ichaweri Pwani University #MachakosCountyExposed President Ruto https://t.co/idKOUk9ZEs",0,0,2022-11-29T12:47:12Z
"2 in 1 magnetic laptop side mount 
Colors: Black, Pink and White
Call 0727042454 WhatsApp us on  https://t.co/ownfoBoL6F
Betty Kyallo Uhuru Kenyatta Nairobi River Ezekiel Machogu Alai Ichaweri Pwani University #MachakosCountyExposed President Ruto
Kibra Riggy G Sacco Mudavadi https://t.co/BaceN7jOUy",0,0,2022-11-29T12:45:57Z
"Just Arrived!!!

💥💥 Hp 15-Dw1322NIA 10110U coi3 4gb/1TB/touch/Dos""

Ksh 58,000

The most trusted supplier of Computers and Accessories.

Contact Us;0708414113 

Lakers
#MachakosCountyExposed
Betty kyallo 
Uhuru
Nairobi River https://t.co/qJx3VRq5ZC",0,0,2022-11-29T12:41:44Z
"It was all smiles and light after the #BlackStars won the #KORGHA game by 3 goals.
What a game! 

#bw #bestwesternplus #thehiddenparadise #Web3 #doggy #kudus #JospongRice #MachakosCountyExposed #NSPPD
LGBTQ Kantamanto Real Madrid Inaki Portuguese Vincent Aboubakar Apple Music https://t.co/VLq9vWjNQY",9,1,2022-11-29T12:41:04Z
"This is a wonderful opportunity to invest in Kitengela. #Decemberoffers
#diaspora #MachakosCountyExposed https://t.co/Fc6PHEJvn3",0,0,2022-11-29T12:39:59Z
"Military Boots
Size:39,40,41
💰:3,500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi Nairobi County KCPE #ELCconferenceKilifi https://t.co/K3bXQQrVXg",1,0,2022-11-29T12:39:19Z
"Crocs Pollex
Size:40-45
💰:1,500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi Nairobi County KCPE #ELCconferenceKilifi https://t.co/hMbKHcLJWS",1,0,2022-11-29T12:38:30Z
"Furnished 3 bedroom with Dsq to Let along Thika Rd, Nairobi.

Call 0719 443 339 or 0700 215 848 
Email: Info@lesama.co.ke

https://t.co/VQ99QVehHi 

Uhuru Kenyatta
Ezekiel Machogu
Sacco
Betty Kyallo
#MachakosCountyExposed
Nairobi River
Raila
Riggy G
Nairobi County
Ichaweri https://t.co/9IBdZkTEOF",0,0,2022-11-29T12:37:51Z
"Available Sizes are 40 - 46 @2,500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi Nairobi County KCPE #ELCconferenceKilifi https://t.co/hYk5j4wc7j",0,0,2022-11-29T12:36:42Z
"Received several inbox texts from victims of Machakos job vacancies. Innocently exhorted money by the Chief of Staff- Machakos County through his 'agents of corruption'. We are demanding simple action from them,'EMPLOY THEM or REFUND PROCEEDS OF CORRUPTION!
#MachakosCountyExposed",1,7,2022-11-29T12:36:22Z
"Ruto allowed President Uhuru Kenyatta to shine. Another day to remind you that allowing someone's star to shine does not dim yours.
Betty Kyalo #MachakosCountyExposed
#MachakosImpunity Nairobi River Alai Ezekiel Machogu Kibra Kilimani Mudavadi Kuria GMOs Ichaweri Kibaki https://t.co/fWr4VyfAKf",20,2,2022-11-29T12:35:11Z
"I might not know everything but atleast I know I shouldn't find a scrap of metal embedded inside a piece of bread @KenafricInd 
#Bettykyallo #Ezekielmachogu #machakoscountyexposed https://t.co/1YIud5gHpR",0,0,2022-11-29T12:34:30Z
"Get one month Third Party Insurance Covers (Private) @ just Ksh 1000.   
📞+254704832755 
MachakosCountyExposed #MachakosImpunity
Bruno Fernandes #GivingTuesday2022 #DissolveNEAnow #SpaceYaMagari Paybill
Pastor Ezekiel paysii app KCPE https://t.co/dy6BdXfV4C",0,0,2022-11-29T12:34:10Z
"Rigathi Gachagua ➡️ 'Riggy G' ➡️ 'Bash Men' 😎

#IkoKaziKE #MachakosCountyExposed #ManDay Kibra Huyu Mudavadi Ezekiel Machogu Uhuru Ishaweri Alai Sacco Kiswahili Misplaced Maasai Kumbe Bado Ngong MCAs Nakuru Business Daily Kilimani Betty Kyalo Nairobi River Pwani University https://t.co/pYp55erquL",2,0,2022-11-29T12:34:05Z
"Crocs
Size:19/20/21/22/23/24
💰:500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi Nairobi County KCPE #ELCconferenceKilifi https://t.co/U2MTchKCzg",0,0,2022-11-29T12:32:06Z
"Our boys @KDF in Uganda enroute for the DRC to face M23..
Don't know why I've got a bad feeling about this..

Betty Kyalo Alai Ichaweri Kibra #MachakosCountyExposed https://t.co/sA92OuD9I4",0,0,2022-11-29T12:29:56Z
"Foldable potty training seat @1,500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi Nairobi County KCPE #ELCconferenceKilifi https://t.co/H7oyd1wigx",1,0,2022-11-29T12:27:55Z
"Kids Tricycle
Colors:Red, Yellow and Blue
💰:6,500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi Nairobi County KCPE https://t.co/qXNvUCpfNt",0,0,2022-11-29T12:26:56Z
"Kids smart writing/drawing board
💰:8.5 inches @1,200Kes
💰:12 inches @1,500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi https://t.co/U3dMbLVL2b",1,0,2022-11-29T12:25:53Z
"All Western and Rift Valley matatus banned from the CBD. 

Trends: #bettykyalo #kibra #ichaweri #alai #machakoscountyexposed #ezekielmachogu #nairobiriver https://t.co/tl0ScN2v9y",1,0,2022-11-29T12:25:09Z
"Kids car headrest
Colors:Pink, Grey and Blue
💰:2,000Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi Nairobi County KCPE https://t.co/EfMbMy3PPr",1,0,2022-11-29T12:24:23Z
"Kids Adjustable Scooter
Age:3-12 years 
Maximum load:50Kgs
💰:4,500Kes
Call 0727042454 WhatsApp us on  https://t.co/BkxOEygV0C 
#MachakosCountyExposed #MachakosImpunity Betty Kyallo Ezekiel Machogu Ichaweri Nairobi River Uhuru Kenyatta Kibra Alai Riggy G Sacco Mudavadi KCPE https://t.co/KzNcFz7AZ6",1,0,2022-11-29T12:23:30Z
"Just Arrived!!!

💥💥 Hp laserjet mfp 137 fnw

Ksh 40,000

The most trusted supplier of Computers and Accessories.

Contact Us;0708414113 

Lakers
 Aboubakar 
#MachakosCountyExposed 
Betty kyallo
Ezekiel Machogu https://t.co/fIIl9pWbVR",1,0,2022-11-29T12:21:33Z
"Pata Ploti na 550K Only!
Wakichinja Mbuzi Unanunua Ploti.
For FREE site visit Call/WhatsApp
0798 555 444
+254 710 337378
#plotsforsale #plotsforsaleinkenya #kamuluplotsforsale #Kamulu #buyplotsinkamulu #MachakosCountyExposed 
𝐄𝐳𝐞𝐤𝐢𝐞𝐥 𝐌𝐚𝐜𝐡𝐨𝐠𝐮 https://t.co/c6NqEt7zVl",3,1,2022-11-29T12:20:52Z
"Awesome Nyali Airbnb! Off Beach Road, 5min drive to the shore, hosts 4 https://t.co/WDsO7FrKzm water, Wifi, Netflix 3649/night 0721578045, 0700391157 
Betty Kyallo
#Ronaldo
Abubakar
Kibra
#MachakosCountyExposed
Juventus
Ichaweri
Alai
Mudavadi
Uhuru
Kudus
Ezekiel Machogu
Riggy G https://t.co/eVMf49iuAu",2,0,2022-11-29T12:15:54Z
"Rustic and regal Nairobi West Airbnb! For work or relaxation, this is the spot! 😀 2749/night 0721578045, 0700391157 https://t.co/9vV3jCXpwT
Betty Kyallo
#Ronaldo
Abubakar
Kibra
#MachakosCountyExposed
Juventus
Ichaweri
Alai
Mudavadi
Uhuru
Kudus
Ezekiel Machogu
Riggy G https://t.co/RXTcxUmKy5",1,0,2022-11-29T12:14:28Z
"Follow @kahome_steve for everything Finance.

Bruno Fernandes #MachakosCountyExposed Agents Bilateral Agreement #GivingTuesday2022 Ghana #DissolveNEAnow #SpaceYaMagari Paybill Pastor Ezekiel Kudus KCPE Uhuru Casemiro Riggy G Jordan Ayew Round of 16 Cameroon https://t.co/T0VGEL2iZY",1,0,2022-11-29T12:11:33Z
"Feeling lost    —&gt;     Pray
Overthinking  —&gt;     Write
Anxious          —&gt;     Meditate

| Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo |",13,5,2022-11-29T12:11:29Z
"REMINDER...

Tired                —&gt;    Nap
Sad                  —&gt;     Music
Stressed         —&gt;     Walk 
Angry              —&gt;     Exercise
Burnt out        —&gt;     Read

Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo",39,5,2022-11-29T12:11:28Z
"Calming and quiet South B Airbnb. Lovely on the eye too😊 2449/night 0721578045, 0700391157 https://t.co/LNum7E43Bh
 Betty Kyallo
#Ronaldo
Abubakar
Kibra
#MachakosCountyExposed
Juventus
Ichaweri
Alai
Mudavadi
Uhuru
Kudus
Ezekiel Machogu
Riggy G https://t.co/cGMWHZZo0N",2,0,2022-11-29T12:11:16Z
"As a man, not sticking to your word shouldn't sit right with you.

| Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo |",21,1,2022-11-29T12:09:49Z
"Do you always worry custom-made furniture is expensive??Well,it is.Unless you get with me😏
Send me a pic of what you're looking for

#GivingTuesday2022 #MachakosCountyExposed #machakosimpunity #PORURU #ManDay Pastor Ezekiel Bruno Fernandes https://t.co/WfH1Zgr10i",2,0,2022-11-29T12:09:16Z
"Eye catching South B Airbnb, uniquely done 2449/night 0721578045, 0700391157 https://t.co/vuBmizcENX
Betty Kyallo
#Ronaldo
Abubakar
Kibra
#MachakosCountyExposed
Juventus
Ichaweri
Alai
Mudavadi
Uhuru
Kudus
Ezekiel Machogu
Riggy G https://t.co/otM8uyCUEe",2,0,2022-11-29T12:08:54Z
"Use the internet for self-improvement instead of endless hours of entertainment.

This will do wonders for your mental health

P.S.: And you'll have much more time to be productive.

Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi County Betty Kyallo",81,8,2022-11-29T12:08:44Z
"Caffeine isn't real adrenaline
Nightly news isn't real facts
Social media isn't real social

| Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo |",9,2,2022-11-29T12:07:09Z
"Porn isn't real sex
Cocaine isn't real energy 
Alcohol isn't real courage 
Gambling isn't real investing 
Video games aren't real life

| Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo |",128,18,2022-11-29T12:07:09Z
"Uhuru Kenyatta Returns to Social Media But Takes Drastic Steps to Face Bullies

#MachakosCountyExposed Betty Kyallo Ichaweri Ezekiel Machogu Alai Mudavadi Huyu Kibra Nairobi River Riggy G 
https://t.co/6IXGaCdhwp",2,0,2022-11-29T12:06:27Z
"Gorgeous, stylish, unique...running out of superlatives for this Bamburi Airbnb! Book and experience it yourself 😁2749/night 0721578045, 0700391157 
Betty Kyallo
#Ronaldo
Abubakar
Kibra
#MachakosCountyExposed
Juventus
Ichaweri
Alai
Mudavadi
Uhuru
Kudus
Ezekiel Machogu
Riggy G https://t.co/YtVT5OukVs",3,0,2022-11-29T12:06:07Z
One word for this ninja as we move 🤣🤣. #machakoscountyexposed Paybill #SpaceYaMagari paysii App https://t.co/q3l4EYnsQ8,3,1,2022-11-29T12:03:52Z
"Weak minds focus on problems, Strong minds focus on solutions.

Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo",7,2,2022-11-29T12:03:32Z
"#IkoKaziKE Check out this job opportunity 
 Corporate Staffing Services Jobs - Finance Executive https://t.co/6FXKpK3Vlt #MachakosCountyExposed #MachakosCountyExposed #MachakosCountyExposed Bruno Fernandes Agents Bilateral Agreement",2,0,2022-11-29T12:03:11Z
"By age 24, you should be smart enough to realize that no one is coming to save you. Your life's 100% your responsibility.

Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo",34,9,2022-11-29T12:03:04Z
"Original #Coccienelle crossbody sling.
Condition;Newly thrifted
Price;Ksh950
Location;Zimmerman

#GivingTuesday2022 #MachakosCountyExposed #machakosimpunity #PORURU #tirriestuesday Pastor Ezekiel #Portugal  Paybill Ghana https://t.co/ofpOy4PCQl",1,0,2022-11-29T12:02:58Z
"Be the envy of your gym squad!

#Casemiro #machakoscountyexposed
#brunofernandes https://t.co/4umoy4c0I1",1,1,2022-11-29T12:02:35Z
"Was there any contact with the ball here? 

#machakoscountyexposed
Ezekiel Machogu https://t.co/6dUn5PN2xM",2,0,2022-11-29T12:02:10Z
"#IkoKaziKE Check out this job opportunity 
 M-Kopa Solar Jobs - Senior Backend Engineer https://t.co/foJa2aqmFw #MachakosCountyExposed #MachakosCountyExposed #MachakosCountyExposed Bruno Fernandes Agents Bilateral Agreement",0,0,2022-11-29T12:02:10Z
"#IkoKaziKE Check out this job opportunity 
 UN Habitat Jobs - Human Resources Officer https://t.co/nUJa7GFIJk #MachakosCountyExposed #MachakosCountyExposed #MachakosCountyExposed Bruno Fernandes Agents Bilateral Agreement",0,0,2022-11-29T12:01:10Z
"Leather shoes @Ksh 4300
Call or SMS 0710541974 or 0784478436
Machakoscountyexposed, Sacco, Betty Kyallo, Riggy G, Alai https://t.co/gVPZLs6uFS",0,0,2022-11-29T12:01:01Z
"#IkoKaziKE Check out this job opportunity 
 UN Habitat Jobs - Intern - SDG Localization: Communication https://t.co/KZhcn3OoRz #MachakosCountyExposed #MachakosCountyExposed #MachakosCountyExposed Bruno Fernandes Agents Bilateral Agreement",0,0,2022-11-29T12:00:10Z
"TP-Link TG-3468
https://t.co/XyniypndXa
For more Security, PBX, Networking Equipment &amp; much more check out our website https://t.co/Z8mSluEq3z or Contact us on 0703245951 or sales@hubtech.co.ke
We are located at Old Mutual Building 2nd Floor RM 205E Nairobi #MachakosCountyExposed https://t.co/nQG2wX3KiU",0,0,2022-11-29T11:59:22Z
"Betty Kyalo ' s restaurant or so in a residential area should be closed.
Let Residential areas be residential areas .
No noise from Pubs and churches
Pubs , clubs , churches should b in CBD

Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County",13,1,2022-11-29T11:57:22Z
"@RailaOdinga Cancels all the planned demonstrations after realizing that he is alone.
Uhuru is busy doing other co-Government activities 🤣🤣.
Sacco
Ichaweri
Alai
Riggy G
#MachakosCountyExposed
kibra
Mudavadi",2,1,2022-11-29T11:55:47Z
"Ways To Make Better Decisions:

• Try not to overthink
• Examine your circumstances
• Give yourself advice
• Manage your emotions
• Take responsibility for your mistakes

Riggy G MachakosCountyExposed Ezekiel Machogu Alai Ichaweri Mudavadi Nairobi River County Betty Kyallo",65,9,2022-11-29T11:55:31Z
"Used cabinet on sale @Ksh.3,500 
Might need some minor repairs on the door hinges &amp; new drawer https://t.co/d73gLpyRF5's in great shape.
Location;Stima Stage,Kasarani
#GivingTuesday2022 #MachakosCountyExposed #machakosimpunity #PORURU #tirriestuesday ""Pastor Ezekiel"" https://t.co/X6tzh494v8",0,0,2022-11-29T11:54:28Z
"✂️✂️greatly designed to fit your car seats. /vehicle. 
Leather upholstery 
Delivery countrywide 
   ☎️0724457647 

Alai Kibra Sacco Mudavadi Huyu Ichaweri Ezekiel Machogu #MachakosCountyExposed Riggy G Kudus Nairobi County Business Daily Kiswahili Kuria https://t.co/twh00Ny4xJ",0,0,2022-11-29T11:53:22Z
"Earth scope survey 
#MachakosCountyExposed",1,0,2022-11-29T11:52:24Z
"Furniture is one of those things that destroy your salary every month.Especially if you're moving out first time.💰
Tv stand Price;Ksh.13,450 only😏
Location;Kasarani 
Dm me a photo of what you want custom made
#tirriestuesday #MachakosCountyExposed #Portugal #GivingTuesday2022 https://t.co/uL4z0f71la",0,0,2022-11-29T11:50:41Z
"Azimio MP: Ruto is our 5th President, we should accept reality https://t.co/n4oN3CD1FU #MachakosCountyExposed",0,0,2022-11-29T11:50:16Z
https://t.co/GFZ8VBRqwm #MachakosCountyExposed #SpaceYaMagari,0,0,2022-11-29T11:50:00Z
"✂️✂️Well designed to fit your car seats
Leather upholstery 
Delivery and fitting countrywide 
   ☎️0724457647 

Alai Kibra Sacco Mudavadi Huyu Ichaweri Ezekiel Machogu #MachakosCountyExposed Riggy G Kudus Nairobi County Business Daily Kiswahili Kuria https://t.co/CuRtlFKddz",0,0,2022-11-29T11:49:48Z
"There's always a beautiful heart behind the uniform. Police Officer Gladys Kimani taking care of a one-day-old baby whose mother delivered on the first day of KCPE.
#MachakosCountyExposed 
Ichaweri Mudavadi Chebukati https://t.co/QdyvZFa01J",6,1,2022-11-29T11:47:07Z
"For quality, well documented shipping containers and fabrication service. 
Call/WhatsApp 0726460965 
https://t.co/XpoO7ZmHBM

Alai Kibra Sacco Mudavadi Huyu Ichaweri Ezekiel Machogu #MachakosCountyExposed Riggy G Kudus Nairobi County Business Daily Kiswahili Kuria https://t.co/gqF1HBldEZ",0,0,2022-11-29T11:46:37Z
"#MachakosCountyExposed #ManDay Huyu Nairobi County Riggy G Uhuru Kenyatta Mudavadi Alai Kindly DM Ichaweri #Ronaldo  #MainaAndKingangi 

EXPERT CLEANERS
📲 0700711402 Call us for INQUIRIES https://t.co/WiWVTmREsN",1,0,2022-11-29T11:45:54Z
"President Ruto backs Sakaja's bid to close estate night clubs. He added that their is need to make the city work for all the residents. #MzalendoKE 

Ezekiel Machogu Riggy G #MachakosCountyExposed Kibra Alai #sexualharassmentisneverajoke Sacco Uhuru Kenyatta https://t.co/PmViqE1wwT",1,0,2022-11-29T11:44:15Z
"Let me save you a few thousands on that new bed.
Size;5 by 6(made to your request like color)
Price;Ksh.27,000😏
Dm me pictures of what you're looking for
Location;Kasarani
#GivingTuesday2022 #MachakosCountyExposed #machakosimpunity #PORURU Pastor Ezekiel Ghana  Bruno Fernandes https://t.co/OEBBOBfgw3",0,0,2022-11-29T11:43:28Z
The biggest problem facing business in Kenya is government policy. Very whimsical. #MachakosCountyExposed https://t.co/QRKxZfKc0l,7,1,2022-11-29T11:40:41Z
"#Jada #NairobiRiver #sexualharassmentisneverajoke #MachakosCountyExposed

#MachakosCountyExposed
#ManDay #Ronaldo #Riggy G #Ichaweri #Sexualharassmentisneverajoke #SpaceYaMagari #Alai

For massage services  ln Nairobi
Call / Whatsapp
0785797131",0,0,2022-11-29T11:38:47Z
"Senator @GvnMandago
You are trending for all the wrong reasons ...
Now we are discussing  back home that could you really pretend to like your People turn around and chest parents and Students + youth ?

Right of Reply under a presser itakuzaidia

#MachakosCountyExposed https://t.co/98yFszr8bn",0,0,2022-11-29T11:38:39Z
"#MachakosCountyExposed 
Call for a clean County has now started. The Girls analogy ain't working. Justicejustice https://t.co/53jKcv9Ve0",1,0,2022-11-29T11:36:39Z
"""You might think that there is nothing complicated about tossing healthy ingredients in a blender and coming up with a masterpiece but there’s a formula.""
Aboubakar Ichaweri #Ronaldo Ezekiel Machogu #MachakosCountyExposed Alai Huyu Kibra Mudavadi Riggy G
https://t.co/aUli1TNEOt https://t.co/TE1OeG6ZSj",0,0,2022-11-29T11:36:35Z
"Governor Sakaja awards best-performing County workers “for going beyond the normal call of duty” and exemplary performance.

Trends: #machakoscountyexposed #kibra #ezekielmachogu #mudavadi #alai https://t.co/Wy8aVZwXv3",4,0,2022-11-29T11:36:30Z
