organisationunitname,date,value,product
Machakos County,2022-05-01,60,EC Pills
Machakos County,2022-06-01,59,EC Pills
Makueni County,2021-07-01,43,EC Pills
Makueni County,2021-08-01,57,EC Pills
Makueni County,2021-09-01,28,EC Pills
Makueni County,2021-10-01,21,EC Pills
Makueni County,2021-11-01,43,EC Pills
Makueni County,2021-12-01,16,EC Pills
Makueni County,2022-01-01,18,EC Pills
Makueni County,2022-02-01,6,EC Pills
Makueni County,2022-03-01,44,EC Pills
Makueni County,2022-04-01,168,EC Pills
Makueni County,2022-05-01,21,EC Pills
Makueni County,2022-06-01,17,EC Pills
Mandera County,2021-07-01,19,EC Pills
Mandera County,2021-08-01,NA,EC Pills
Mandera County,2021-09-01,NA,EC Pills
Mandera County,2021-10-01,NA,EC Pills
Mandera County,2021-11-01,NA,EC Pills
Mandera County,2021-12-01,NA,EC Pills
Mandera County,2022-01-01,2,EC Pills
Mandera County,2022-02-01,2,EC Pills
Mandera County,2022-03-01,1,EC Pills
Mandera County,2022-04-01,NA,EC Pills
Mandera County,2022-05-01,NA,EC Pills
Mandera County,2022-06-01,NA,EC Pills
Marsabit County,2021-07-01,11,EC Pills
Marsabit County,2021-08-01,101,EC Pills
Marsabit County,2021-09-01,2,EC Pills
Marsabit County,2021-10-01,1,EC Pills
Marsabit County,2021-11-01,1,EC Pills
Marsabit County,2021-12-01,4,EC Pills
Marsabit County,2022-01-01,4,EC Pills
Marsabit County,2022-02-01,6,EC Pills
Marsabit County,2022-03-01,11,EC Pills
Marsabit County,2022-04-01,13,EC Pills
Marsabit County,2022-05-01,NA,EC Pills
Marsabit County,2022-06-01,5,EC Pills
Meru County,2021-07-01,545,EC Pills
Meru County,2021-08-01,52,EC Pills
Meru County,2021-09-01,36,EC Pills
Meru County,2021-10-01,77,EC Pills
Meru County,2021-11-01,62,EC Pills
Meru County,2021-12-01,69,EC Pills
Meru County,2022-01-01,49,EC Pills
Meru County,2022-02-01,51,EC Pills
Meru County,2022-03-01,71,EC Pills
Meru County,2022-04-01,94,EC Pills
Meru County,2022-05-01,95,EC Pills
Meru County,2022-06-01,52,EC Pills
Migori County,2021-07-01,54,EC Pills
Migori County,2021-08-01,44,EC Pills
Migori County,2021-09-01,45,EC Pills
Migori County,2021-10-01,44,EC Pills
Migori County,2021-11-01,49,EC Pills
Migori County,2021-12-01,51,EC Pills
Migori County,2022-01-01,41,EC Pills
Migori County,2022-02-01,38,EC Pills
Migori County,2022-03-01,19,EC Pills
Migori County,2022-04-01,43,EC Pills
Migori County,2022-05-01,76,EC Pills
Migori County,2022-06-01,65,EC Pills
Mombasa County,2021-07-01,115,EC Pills
Mombasa County,2021-08-01,42,EC Pills
Mombasa County,2021-09-01,27,EC Pills
Mombasa County,2021-10-01,52,EC Pills
Mombasa County,2021-11-01,51,EC Pills
Mombasa County,2021-12-01,38,EC Pills
Mombasa County,2022-01-01,95,EC Pills
Mombasa County,2022-02-01,48,EC Pills
Mombasa County,2022-03-01,36,EC Pills
Mombasa County,2022-04-01,71,EC Pills
Mombasa County,2022-05-01,82,EC Pills
Mombasa County,2022-06-01,44,EC Pills
Muranga County,2021-07-01,35,EC Pills
Muranga County,2021-08-01,90,EC Pills
Muranga County,2021-09-01,49,EC Pills
Muranga County,2021-10-01,128,EC Pills
Muranga County,2021-11-01,27,EC Pills
Muranga County,2021-12-01,82,EC Pills
Muranga County,2022-01-01,93,EC Pills
Muranga County,2022-02-01,64,EC Pills
Muranga County,2022-03-01,46,EC Pills
Muranga County,2022-04-01,25,EC Pills
Muranga County,2022-05-01,36,EC Pills
Muranga County,2022-06-01,50,EC Pills
Nairobi County,2021-07-01,645,EC Pills
Nairobi County,2021-08-01,225,EC Pills
Nairobi County,2021-09-01,289,EC Pills
Nairobi County,2021-10-01,342,EC Pills
Nairobi County,2021-11-01,536,EC Pills
Nairobi County,2021-12-01,291,EC Pills
Nairobi County,2022-01-01,435,EC Pills
Nairobi County,2022-02-01,442,EC Pills
Nairobi County,2022-03-01,205,EC Pills
Nairobi County,2022-04-01,279,EC Pills
Nairobi County,2022-05-01,214,EC Pills
Nairobi County,2022-06-01,324,EC Pills
Nakuru County,2021-07-01,2226,EC Pills
Nakuru County,2021-08-01,682,EC Pills
Nakuru County,2021-09-01,474,EC Pills
Nakuru County,2021-10-01,1348,EC Pills
Nakuru County,2021-11-01,912,EC Pills
Nakuru County,2021-12-01,1338,EC Pills
Nakuru County,2022-01-01,362,EC Pills
Nakuru County,2022-02-01,63205,EC Pills
Nakuru County,2022-03-01,318,EC Pills
Nakuru County,2022-04-01,316,EC Pills
Nakuru County,2022-05-01,417,EC Pills
Nakuru County,2022-06-01,311,EC Pills
Nandi County,2021-07-01,73,EC Pills
Nandi County,2021-08-01,62,EC Pills
Nandi County,2021-09-01,40,EC Pills
Nandi County,2021-10-01,72,EC Pills
Nandi County,2021-11-01,19,EC Pills
Nandi County,2021-12-01,55,EC Pills
Nandi County,2022-01-01,16,EC Pills
Nandi County,2022-02-01,55,EC Pills
Nandi County,2022-03-01,517,EC Pills
Nandi County,2022-04-01,51,EC Pills
Nandi County,2022-05-01,13,EC Pills
Nandi County,2022-06-01,8,EC Pills
Narok County,2021-07-01,49,EC Pills
Narok County,2021-08-01,77,EC Pills
Narok County,2021-09-01,41,EC Pills
Narok County,2021-10-01,499,EC Pills
Narok County,2021-11-01,51,EC Pills
Narok County,2021-12-01,77,EC Pills
Narok County,2022-01-01,72,EC Pills
Narok County,2022-02-01,16,EC Pills
Narok County,2022-03-01,39,EC Pills
Narok County,2022-04-01,30,EC Pills
Narok County,2022-05-01,27,EC Pills
Narok County,2022-06-01,43,EC Pills
Nyamira County,2021-07-01,209,EC Pills
Nyamira County,2021-08-01,211,EC Pills
Nyamira County,2021-09-01,10,EC Pills
Nyamira County,2021-10-01,16,EC Pills
Nyamira County,2021-11-01,16,EC Pills
Nyamira County,2021-12-01,10,EC Pills
Nyamira County,2022-01-01,7,EC Pills
Nyamira County,2022-02-01,2006,EC Pills
Nyamira County,2022-03-01,22,EC Pills
Nyamira County,2022-04-01,173,EC Pills
Nyamira County,2022-05-01,22,EC Pills
Nyamira County,2022-06-01,115,EC Pills
Nyandarua County,2021-07-01,19,EC Pills
Nyandarua County,2021-08-01,19,EC Pills
Nyandarua County,2021-09-01,19,EC Pills
Nyandarua County,2021-10-01,20,EC Pills
Nyandarua County,2021-11-01,13,EC Pills
Nyandarua County,2021-12-01,16,EC Pills
Nyandarua County,2022-01-01,71,EC Pills
Nyandarua County,2022-02-01,41,EC Pills
Nyandarua County,2022-03-01,46,EC Pills
Nyandarua County,2022-04-01,16,EC Pills
Nyandarua County,2022-05-01,671,EC Pills
Nyandarua County,2022-06-01,19,EC Pills
Nyeri County,2021-07-01,131,EC Pills
Nyeri County,2021-08-01,134,EC Pills
Nyeri County,2021-09-01,141,EC Pills
Nyeri County,2021-10-01,162,EC Pills
Nyeri County,2021-11-01,118,EC Pills
Nyeri County,2021-12-01,170,EC Pills
Nyeri County,2022-01-01,125,EC Pills
Nyeri County,2022-02-01,79,EC Pills
Nyeri County,2022-03-01,126,EC Pills
Nyeri County,2022-04-01,127,EC Pills
Nyeri County,2022-05-01,99,EC Pills
Nyeri County,2022-06-01,108,EC Pills
Samburu County,2021-07-01,33,EC Pills
Samburu County,2021-08-01,28,EC Pills
Samburu County,2021-09-01,26,EC Pills
Samburu County,2021-10-01,28,EC Pills
Samburu County,2021-11-01,49,EC Pills
Samburu County,2021-12-01,26,EC Pills
Samburu County,2022-01-01,49,EC Pills
Samburu County,2022-02-01,24,EC Pills
Samburu County,2022-03-01,38,EC Pills
Samburu County,2022-04-01,36,EC Pills
Samburu County,2022-05-01,16,EC Pills
Samburu County,2022-06-01,34,EC Pills
Siaya County,2021-07-01,27,EC Pills
Siaya County,2021-08-01,73,EC Pills
Siaya County,2021-09-01,20,EC Pills
Siaya County,2021-10-01,16,EC Pills
Siaya County,2021-11-01,16,EC Pills
Siaya County,2021-12-01,18,EC Pills
Siaya County,2022-01-01,320,EC Pills
Siaya County,2022-02-01,28,EC Pills
Siaya County,2022-03-01,98,EC Pills
Siaya County,2022-04-01,14,EC Pills
Siaya County,2022-05-01,20,EC Pills
Siaya County,2022-06-01,27,EC Pills
Taita Taveta County,2021-07-01,31,EC Pills
Taita Taveta County,2021-08-01,35,EC Pills
Taita Taveta County,2021-09-01,29,EC Pills
Taita Taveta County,2021-10-01,48,EC Pills
Taita Taveta County,2021-11-01,40,EC Pills
Taita Taveta County,2021-12-01,53,EC Pills
Taita Taveta County,2022-01-01,39,EC Pills
Taita Taveta County,2022-02-01,33,EC Pills
Taita Taveta County,2022-03-01,37,EC Pills
Taita Taveta County,2022-04-01,21,EC Pills
Taita Taveta County,2022-05-01,183,EC Pills
Taita Taveta County,2022-06-01,11,EC Pills
Tana River County,2021-07-01,NA,EC Pills
Tana River County,2021-08-01,2,EC Pills
Tana River County,2021-09-01,47,EC Pills
Tana River County,2021-10-01,46,EC Pills
Tana River County,2021-11-01,123,EC Pills
Tana River County,2021-12-01,8,EC Pills
Tana River County,2022-01-01,71,EC Pills
Tana River County,2022-02-01,53,EC Pills
Tana River County,2022-03-01,3,EC Pills
Tana River County,2022-04-01,1,EC Pills
Tana River County,2022-05-01,NA,EC Pills
Tana River County,2022-06-01,NA,EC Pills
Tharaka Nithi County,2021-07-01,12,EC Pills
Tharaka Nithi County,2021-08-01,42,EC Pills
Tharaka Nithi County,2021-09-01,6,EC Pills
Tharaka Nithi County,2021-10-01,5,EC Pills
Tharaka Nithi County,2021-11-01,6,EC Pills
Tharaka Nithi County,2021-12-01,39,EC Pills
Tharaka Nithi County,2022-01-01,13,EC Pills
Tharaka Nithi County,2022-02-01,5,EC Pills
Tharaka Nithi County,2022-03-01,480,EC Pills
Tharaka Nithi County,2022-04-01,9,EC Pills
Tharaka Nithi County,2022-05-01,12,EC Pills
Tharaka Nithi County,2022-06-01,22,EC Pills
Trans Nzoia County,2021-07-01,37,EC Pills
Trans Nzoia County,2021-08-01,54,EC Pills
Trans Nzoia County,2021-09-01,9,EC Pills
Trans Nzoia County,2021-10-01,54,EC Pills
Trans Nzoia County,2021-11-01,60,EC Pills
Trans Nzoia County,2021-12-01,57,EC Pills
Trans Nzoia County,2022-01-01,47,EC Pills
Trans Nzoia County,2022-02-01,44,EC Pills
Trans Nzoia County,2022-03-01,72,EC Pills
Trans Nzoia County,2022-04-01,44,EC Pills
Trans Nzoia County,2022-05-01,47,EC Pills
Trans Nzoia County,2022-06-01,49,EC Pills
Turkana County,2021-07-01,230,EC Pills
Turkana County,2021-08-01,32,EC Pills
Turkana County,2021-09-01,28,EC Pills
Turkana County,2021-10-01,26,EC Pills
Turkana County,2021-11-01,178,EC Pills
Turkana County,2021-12-01,410,EC Pills
Turkana County,2022-01-01,29,EC Pills
Turkana County,2022-02-01,5,EC Pills
Turkana County,2022-03-01,31,EC Pills
Turkana County,2022-04-01,212,EC Pills
Turkana County,2022-05-01,14,EC Pills
Turkana County,2022-06-01,15,EC Pills
Uasin Gishu County,2021-07-01,25,EC Pills
Uasin Gishu County,2021-08-01,43,EC Pills
Uasin Gishu County,2021-09-01,120,EC Pills
Uasin Gishu County,2021-10-01,7,EC Pills
Uasin Gishu County,2021-11-01,12,EC Pills
Uasin Gishu County,2021-12-01,37,EC Pills
Uasin Gishu County,2022-01-01,10,EC Pills
Uasin Gishu County,2022-02-01,28,EC Pills
Uasin Gishu County,2022-03-01,36,EC Pills
Uasin Gishu County,2022-04-01,8,EC Pills
Uasin Gishu County,2022-05-01,46,EC Pills
Uasin Gishu County,2022-06-01,15,EC Pills
Vihiga County,2021-07-01,6,EC Pills
Vihiga County,2021-08-01,975,EC Pills
Vihiga County,2021-09-01,15,EC Pills
Vihiga County,2021-10-01,14,EC Pills
Vihiga County,2021-11-01,7,EC Pills
Vihiga County,2021-12-01,12,EC Pills
Vihiga County,2022-01-01,2,EC Pills
Vihiga County,2022-02-01,4,EC Pills
Vihiga County,2022-03-01,7,EC Pills
Vihiga County,2022-04-01,3,EC Pills
Vihiga County,2022-05-01,14,EC Pills
Vihiga County,2022-06-01,12,EC Pills
Wajir County,2021-07-01,2,EC Pills
Wajir County,2021-08-01,NA,EC Pills
Wajir County,2021-09-01,2,EC Pills
Wajir County,2021-10-01,NA,EC Pills
Wajir County,2021-11-01,NA,EC Pills
Wajir County,2021-12-01,NA,EC Pills
Wajir County,2022-01-01,NA,EC Pills
Wajir County,2022-02-01,141,EC Pills
Wajir County,2022-03-01,NA,EC Pills
Wajir County,2022-04-01,61,EC Pills
Wajir County,2022-05-01,163,EC Pills
Wajir County,2022-06-01,71,EC Pills
West Pokot County,2021-07-01,4979,EC Pills
West Pokot County,2021-08-01,NA,EC Pills
West Pokot County,2021-09-01,NA,EC Pills
West Pokot County,2021-10-01,3,EC Pills
West Pokot County,2021-11-01,NA,EC Pills
West Pokot County,2021-12-01,14,EC Pills
West Pokot County,2022-01-01,NA,EC Pills
West Pokot County,2022-02-01,NA,EC Pills
West Pokot County,2022-03-01,NA,EC Pills
West Pokot County,2022-04-01,NA,EC Pills
West Pokot County,2022-05-01,NA,EC Pills
West Pokot County,2022-06-01,NA,EC Pills
Baringo County,2021-07-01,145,Pop
Baringo County,2021-08-01,193,Pop
Baringo County,2021-09-01,169,Pop
Baringo County,2021-10-01,155,Pop
Baringo County,2021-11-01,103,Pop
Baringo County,2021-12-01,201,Pop
Baringo County,2022-01-01,104,Pop
Baringo County,2022-02-01,62,Pop
Baringo County,2022-03-01,400,Pop
Baringo County,2022-04-01,200,Pop
Baringo County,2022-05-01,571,Pop
Baringo County,2022-06-01,496,Pop
Bomet County,2021-07-01,92,Pop
Bomet County,2021-08-01,236,Pop
Bomet County,2021-09-01,150,Pop
Bomet County,2021-10-01,297,Pop
Bomet County,2021-11-01,124,Pop
Bomet County,2021-12-01,259,Pop
Bomet County,2022-01-01,89,Pop
Bomet County,2022-02-01,273,Pop
Bomet County,2022-03-01,228,Pop
Bomet County,2022-04-01,205,Pop
Bomet County,2022-05-01,257,Pop
Bomet County,2022-06-01,165,Pop
Bungoma County,2021-07-01,638,Pop
Bungoma County,2021-08-01,509,Pop
Bungoma County,2021-09-01,643,Pop
Bungoma County,2021-10-01,307,Pop
Bungoma County,2021-11-01,594,Pop
Bungoma County,2021-12-01,390,Pop
Bungoma County,2022-01-01,349,Pop
Bungoma County,2022-02-01,619,Pop
Bungoma County,2022-03-01,390,Pop
Bungoma County,2022-04-01,338,Pop
Bungoma County,2022-05-01,497,Pop
Bungoma County,2022-06-01,786,Pop
Busia County,2021-07-01,452,Pop
Busia County,2021-08-01,392,Pop
Busia County,2021-09-01,351,Pop
Busia County,2021-10-01,269,Pop
Busia County,2021-11-01,309,Pop
Busia County,2021-12-01,324,Pop
Busia County,2022-01-01,689,Pop
Busia County,2022-02-01,971,Pop
Busia County,2022-03-01,855,Pop
Busia County,2022-04-01,537,Pop
Busia County,2022-05-01,441,Pop
Busia County,2022-06-01,222,Pop
Elgeyo Marakwet County,2021-07-01,87,Pop
Elgeyo Marakwet County,2021-08-01,84,Pop
Elgeyo Marakwet County,2021-09-01,60,Pop
Elgeyo Marakwet County,2021-10-01,36,Pop
Elgeyo Marakwet County,2021-11-01,37,Pop
Elgeyo Marakwet County,2021-12-01,35,Pop
Elgeyo Marakwet County,2022-01-01,24,Pop
Elgeyo Marakwet County,2022-02-01,139,Pop
Elgeyo Marakwet County,2022-03-01,41,Pop
Elgeyo Marakwet County,2022-04-01,121,Pop
Elgeyo Marakwet County,2022-05-01,27,Pop
Elgeyo Marakwet County,2022-06-01,44,Pop
Embu County,2021-07-01,836,Pop
Embu County,2021-08-01,976,Pop
Embu County,2021-09-01,798,Pop
Embu County,2021-10-01,430,Pop
Embu County,2021-11-01,1018,Pop
Embu County,2021-12-01,886,Pop
Embu County,2022-01-01,763,Pop
Embu County,2022-02-01,951,Pop
Embu County,2022-03-01,1131,Pop
Embu County,2022-04-01,1144,Pop
Embu County,2022-05-01,1688,Pop
Embu County,2022-06-01,1756,Pop
Garissa County,2021-07-01,45,Pop
Garissa County,2021-08-01,277,Pop
Garissa County,2021-09-01,66,Pop
Garissa County,2021-10-01,81,Pop
Garissa County,2021-11-01,35,Pop
Garissa County,2021-12-01,54,Pop
Garissa County,2022-01-01,77,Pop
Garissa County,2022-02-01,139,Pop
Garissa County,2022-03-01,63,Pop
Garissa County,2022-04-01,125,Pop
Garissa County,2022-05-01,55,Pop
Garissa County,2022-06-01,63,Pop
Homa Bay County,2021-07-01,346,Pop
Homa Bay County,2021-08-01,254,Pop
Homa Bay County,2021-09-01,192,Pop
Homa Bay County,2021-10-01,216,Pop
Homa Bay County,2021-11-01,283,Pop
Homa Bay County,2021-12-01,252,Pop
Homa Bay County,2022-01-01,181,Pop
Homa Bay County,2022-02-01,354,Pop
Homa Bay County,2022-03-01,715,Pop
Homa Bay County,2022-04-01,476,Pop
Homa Bay County,2022-05-01,287,Pop
Homa Bay County,2022-06-01,511,Pop
Isiolo County,2021-07-01,159,Pop
Isiolo County,2021-08-01,225,Pop
Isiolo County,2021-09-01,66,Pop
Isiolo County,2021-10-01,125,Pop
Isiolo County,2021-11-01,25,Pop
Isiolo County,2021-12-01,244,Pop
Isiolo County,2022-01-01,31,Pop
Isiolo County,2022-02-01,73,Pop
Isiolo County,2022-03-01,90,Pop
Isiolo County,2022-04-01,33,Pop
Isiolo County,2022-05-01,99,Pop
Isiolo County,2022-06-01,51,Pop
Kajiado County,2021-07-01,1959,Pop
Kajiado County,2021-08-01,1064,Pop
Kajiado County,2021-09-01,912,Pop
Kajiado County,2021-10-01,670,Pop
Kajiado County,2021-11-01,799,Pop
Kajiado County,2021-12-01,688,Pop
Kajiado County,2022-01-01,580,Pop
Kajiado County,2022-02-01,454,Pop
Kajiado County,2022-03-01,534,Pop
Kajiado County,2022-04-01,591,Pop
Kajiado County,2022-05-01,539,Pop
Kajiado County,2022-06-01,339,Pop
Kakamega County,2021-07-01,671,Pop
Kakamega County,2021-08-01,390,Pop
Kakamega County,2021-09-01,333,Pop
Kakamega County,2021-10-01,404,Pop
Kakamega County,2021-11-01,234,Pop
Kakamega County,2021-12-01,264,Pop
Kakamega County,2022-01-01,157,Pop
Kakamega County,2022-02-01,209,Pop
Kakamega County,2022-03-01,335,Pop
Kakamega County,2022-04-01,160,Pop
Kakamega County,2022-05-01,136,Pop
Kakamega County,2022-06-01,156,Pop
Kericho County,2021-07-01,302,Pop
Kericho County,2021-08-01,304,Pop
Kericho County,2021-09-01,355,Pop
Kericho County,2021-10-01,301,Pop
Kericho County,2021-11-01,347,Pop
Kericho County,2021-12-01,148,Pop
Kericho County,2022-01-01,265,Pop
Kericho County,2022-02-01,253,Pop
Kericho County,2022-03-01,516,Pop
Kericho County,2022-04-01,800,Pop
Kericho County,2022-05-01,510,Pop
Kericho County,2022-06-01,402,Pop
Kiambu County,2021-07-01,3100,Pop
Kiambu County,2021-08-01,3228,Pop
Kiambu County,2021-09-01,3116,Pop
Kiambu County,2021-10-01,3115,Pop
Kiambu County,2021-11-01,2976,Pop
Kiambu County,2021-12-01,2939,Pop
Kiambu County,2022-01-01,2955,Pop
Kiambu County,2022-02-01,2981,Pop
Kiambu County,2022-03-01,3591,Pop
Kiambu County,2022-04-01,3170,Pop
Kiambu County,2022-05-01,3515,Pop
Kiambu County,2022-06-01,3322,Pop
Kilifi County,2021-07-01,698,Pop
Kilifi County,2021-08-01,555,Pop
Kilifi County,2021-09-01,629,Pop
Kilifi County,2021-10-01,565,Pop
Kilifi County,2021-11-01,455,Pop
Kilifi County,2021-12-01,577,Pop
Kilifi County,2022-01-01,880,Pop
Kilifi County,2022-02-01,605,Pop
Kilifi County,2022-03-01,920,Pop
Kilifi County,2022-04-01,801,Pop
Kilifi County,2022-05-01,772,Pop
Kilifi County,2022-06-01,558,Pop
Kirinyaga County,2021-07-01,1351,Pop
Kirinyaga County,2021-08-01,1160,Pop
Kirinyaga County,2021-09-01,1415,Pop
Kirinyaga County,2021-10-01,1391,Pop
Kirinyaga County,2021-11-01,1118,Pop
Kirinyaga County,2021-12-01,1244,Pop
Kirinyaga County,2022-01-01,1290,Pop
Kirinyaga County,2022-02-01,1074,Pop
Kirinyaga County,2022-03-01,1465,Pop
Kirinyaga County,2022-04-01,1210,Pop
Kirinyaga County,2022-05-01,1107,Pop
Kirinyaga County,2022-06-01,1049,Pop
Kisii County,2021-07-01,193,Pop
Kisii County,2021-08-01,126,Pop
Kisii County,2021-09-01,166,Pop
Kisii County,2021-10-01,223,Pop
Kisii County,2021-11-01,297,Pop
Kisii County,2021-12-01,166,Pop
Kisii County,2022-01-01,95,Pop
Kisii County,2022-02-01,129,Pop
Kisii County,2022-03-01,340,Pop
Kisii County,2022-04-01,246,Pop
Kisii County,2022-05-01,199,Pop
Kisii County,2022-06-01,186,Pop
Kisumu County,2021-07-01,1693,Pop
Kisumu County,2021-08-01,1228,Pop
Kisumu County,2021-09-01,714,Pop
Kisumu County,2021-10-01,694,Pop
Kisumu County,2021-11-01,2386,Pop
Kisumu County,2021-12-01,1139,Pop
Kisumu County,2022-01-01,500,Pop
Kisumu County,2022-02-01,862,Pop
Kisumu County,2022-03-01,678,Pop
Kisumu County,2022-04-01,728,Pop
Kisumu County,2022-05-01,442,Pop
Kisumu County,2022-06-01,1303,Pop
Kitui County,2021-07-01,326,Pop
Kitui County,2021-08-01,447,Pop
Kitui County,2021-09-01,374,Pop
Kitui County,2021-10-01,319,Pop
Kitui County,2021-11-01,171,Pop
Kitui County,2021-12-01,197,Pop
Kitui County,2022-01-01,122,Pop
Kitui County,2022-02-01,100,Pop
Kitui County,2022-03-01,686,Pop
Kitui County,2022-04-01,489,Pop
Kitui County,2022-05-01,738,Pop
Kitui County,2022-06-01,526,Pop
Kwale County,2021-07-01,369,Pop
Kwale County,2021-08-01,264,Pop
Kwale County,2021-09-01,265,Pop
Kwale County,2021-10-01,257,Pop
Kwale County,2021-11-01,381,Pop
Kwale County,2021-12-01,356,Pop
Kwale County,2022-01-01,427,Pop
Kwale County,2022-02-01,280,Pop
Kwale County,2022-03-01,468,Pop
Kwale County,2022-04-01,445,Pop
Kwale County,2022-05-01,491,Pop
Kwale County,2022-06-01,707,Pop
Laikipia County,2021-07-01,385,Pop
Laikipia County,2021-08-01,509,Pop
Laikipia County,2021-09-01,304,Pop
Laikipia County,2021-10-01,341,Pop
Laikipia County,2021-11-01,863,Pop
Laikipia County,2021-12-01,448,Pop
Laikipia County,2022-01-01,219,Pop
Laikipia County,2022-02-01,154,Pop
Laikipia County,2022-03-01,108,Pop
Laikipia County,2022-04-01,111,Pop
Laikipia County,2022-05-01,72,Pop
Laikipia County,2022-06-01,907,Pop
Lamu County,2021-07-01,81,Pop
Lamu County,2021-08-01,22,Pop
Lamu County,2021-09-01,77,Pop
Lamu County,2021-10-01,50,Pop
Lamu County,2021-11-01,239,Pop
Lamu County,2021-12-01,112,Pop
Lamu County,2022-01-01,132,Pop
Lamu County,2022-02-01,141,Pop
Lamu County,2022-03-01,13,Pop
Lamu County,2022-04-01,15,Pop
Lamu County,2022-05-01,126,Pop
Lamu County,2022-06-01,234,Pop
Machakos County,2021-07-01,968,Pop
Machakos County,2021-08-01,1428,Pop
Machakos County,2021-09-01,1458,Pop
Machakos County,2021-10-01,2190,Pop
Machakos County,2021-11-01,1164,Pop
Machakos County,2021-12-01,1225,Pop
Machakos County,2022-01-01,934,Pop
Machakos County,2022-02-01,664,Pop
Machakos County,2022-03-01,1011,Pop
Machakos County,2022-04-01,671,Pop
Machakos County,2022-05-01,998,Pop
Machakos County,2022-06-01,641,Pop
Makueni County,2021-07-01,751,Pop
Makueni County,2021-08-01,759,Pop
Makueni County,2021-09-01,280,Pop
Makueni County,2021-10-01,325,Pop
Makueni County,2021-11-01,172,Pop
Makueni County,2021-12-01,162,Pop
Makueni County,2022-01-01,247,Pop
Makueni County,2022-02-01,104,Pop
Makueni County,2022-03-01,124,Pop
Makueni County,2022-04-01,83,Pop
Makueni County,2022-05-01,154,Pop
Makueni County,2022-06-01,62,Pop
Mandera County,2021-07-01,353,Pop
Mandera County,2021-08-01,81,Pop
Mandera County,2021-09-01,216,Pop
Mandera County,2021-10-01,163,Pop
Mandera County,2021-11-01,167,Pop
Mandera County,2021-12-01,58,Pop
Mandera County,2022-01-01,37,Pop
Mandera County,2022-02-01,51,Pop
Mandera County,2022-03-01,25,Pop
Mandera County,2022-04-01,86,Pop
Mandera County,2022-05-01,64,Pop
Mandera County,2022-06-01,69,Pop
Marsabit County,2021-07-01,21,Pop
Marsabit County,2021-08-01,69,Pop
Marsabit County,2021-09-01,18,Pop
Marsabit County,2021-10-01,43,Pop
Marsabit County,2021-11-01,21,Pop
Marsabit County,2021-12-01,7,Pop
Marsabit County,2022-01-01,32,Pop
Marsabit County,2022-02-01,415,Pop
Marsabit County,2022-03-01,16,Pop
Marsabit County,2022-04-01,10,Pop
Marsabit County,2022-05-01,117,Pop
Marsabit County,2022-06-01,25,Pop
Meru County,2021-07-01,525,Pop
Meru County,2021-08-01,422,Pop
Meru County,2021-09-01,344,Pop
Meru County,2021-10-01,746,Pop
Meru County,2021-11-01,411,Pop
Meru County,2021-12-01,384,Pop
Meru County,2022-01-01,290,Pop
Meru County,2022-02-01,424,Pop
Meru County,2022-03-01,324,Pop
Meru County,2022-04-01,275,Pop
Meru County,2022-05-01,498,Pop
Meru County,2022-06-01,384,Pop
Migori County,2021-07-01,370,Pop
Migori County,2021-08-01,346,Pop
Migori County,2021-09-01,460,Pop
Migori County,2021-10-01,356,Pop
Migori County,2021-11-01,199,Pop
Migori County,2021-12-01,229,Pop
Migori County,2022-01-01,476,Pop
Migori County,2022-02-01,299,Pop
Migori County,2022-03-01,412,Pop
Migori County,2022-04-01,286,Pop
Migori County,2022-05-01,373,Pop
Migori County,2022-06-01,333,Pop
Mombasa County,2021-07-01,679,Pop
Mombasa County,2021-08-01,684,Pop
Mombasa County,2021-09-01,541,Pop
Mombasa County,2021-10-01,613,Pop
Mombasa County,2021-11-01,348,Pop
Mombasa County,2021-12-01,424,Pop
Mombasa County,2022-01-01,587,Pop
Mombasa County,2022-02-01,441,Pop
Mombasa County,2022-03-01,451,Pop
Mombasa County,2022-04-01,580,Pop
Mombasa County,2022-05-01,747,Pop
Mombasa County,2022-06-01,826,Pop
Muranga County,2021-07-01,1716,Pop
Muranga County,2021-08-01,1651,Pop
Muranga County,2021-09-01,1597,Pop
Muranga County,2021-10-01,1504,Pop
Muranga County,2021-11-01,1570,Pop
Muranga County,2021-12-01,1338,Pop
Muranga County,2022-01-01,1091,Pop
Muranga County,2022-02-01,774,Pop
Muranga County,2022-03-01,1344,Pop
Muranga County,2022-04-01,967,Pop
Muranga County,2022-05-01,840,Pop
Muranga County,2022-06-01,935,Pop
Nairobi County,2021-07-01,6596,Pop
Nairobi County,2021-08-01,9022,Pop
Nairobi County,2021-09-01,6614,Pop
Nairobi County,2021-10-01,5711,Pop
Nairobi County,2021-11-01,6127,Pop
Nairobi County,2021-12-01,5877,Pop
Nairobi County,2022-01-01,5108,Pop
Nairobi County,2022-02-01,3664,Pop
Nairobi County,2022-03-01,3989,Pop
Nairobi County,2022-04-01,2881,Pop
Nairobi County,2022-05-01,2791,Pop
Nairobi County,2022-06-01,2693,Pop
Nakuru County,2021-07-01,2068,Pop
Nakuru County,2021-08-01,1715,Pop
Nakuru County,2021-09-01,1224,Pop
Nakuru County,2021-10-01,1218,Pop
Nakuru County,2021-11-01,1111,Pop
Nakuru County,2021-12-01,1781,Pop
Nakuru County,2022-01-01,878,Pop
Nakuru County,2022-02-01,1550,Pop
Nakuru County,2022-03-01,2166,Pop
