"Report_ID","Service_Name","Channel","Customer_Name","State","Ticket_Open_Time","Ticket_Resp_Time","Issue_Res_Time","Fault_Type","Operator","Manager","Ticket_Close_Time","Ticket_Status","Business_Status","Response_Time","Resolve_Time","Weekdays","Hour_Of_Day"
"AXA-20201228-4007-VOICE","Voice","Chatbot","Mav","EBONYI",2020-12-28 14:34:33,2020-12-28 14:42:49,2020-12-28 18:07:36,"Customers End","Bola","Victor",2020-12-28 22:50:03,"Completed","Closed","00:08:16","03:24:47","Monday"," 2PM"
"AXA-20201230-1693-HSE","High speed Internet","Social Media","Nabett","KOGI",2020-12-30 18:25:07,2020-12-30 18:33:45,2020-12-30 21:02:09,"Customers End","Bola","Victor",2021-01-02 06:34:50,"Completed","Closed","00:08:38","02:28:24","Wednesday"," 6PM"
"AXA-20201215-5840-WiFi6","WiFI - 6","WebForm","Bates","AKWA IBOM",2020-12-15 14:30:42,2020-12-15 14:37:26,2020-12-15 18:16:42,"Support network failures","Bola","Victor",2020-12-15 22:59:09,"Completed","Closed","00:06:44","03:39:16","Tuesday"," 2PM"
"AXA-20201204-4430-WLESS","Wireless","Phone Call","ACCNI","IMO",2020-12-04 12:28:28,2020-12-04 12:36:50,2020-12-04 15:08:10,"Customers End","Bola","Victor",2020-12-04 20:50:22,"Completed","Closed","00:08:22","02:31:20","Friday","12PM"
"AXA-20201231-1355-WLESS","Wireless","Social Media","Transnational","PLATEAU",2020-12-31 01:01:04,2020-12-31 01:04:15,2020-12-31 06:47:03,"Line damage","Bola","Victor",2020-12-31 21:23:14,"Completed","Closed","00:03:11","05:42:48","Thursday"," 1AM"
"AXA-20201209-4480-WiFi9","WiFI - 9","WebForm","Gmicord","IMO",2020-12-09 13:10:03,2020-12-09 13:19:49,2020-12-09 14:20:51,"Customers End","Bola","Victor",2020-12-09 18:35:22,"Completed","Closed","00:09:46","01:01:02","Wednesday"," 1PM"
"AXA-20201215-2422-WiFi5","WiFI - 5","Chatbot","FoodCo","GOMBE",2020-12-15 14:21:32,2020-12-15 14:29:41,2020-12-15 18:47:23,"Line damage","Bola","Victor",2020-12-15 23:00:16,"Completed","Closed","00:08:09","04:17:42","Tuesday"," 2PM"
"AXA-20201220-5163-C100","Cloud100","Chatbot","Jiji","BORNO",2020-12-20 09:19:33,2020-12-20 09:20:18,2020-12-20 10:37:36,"Line damage","Bola","Victor",2020-12-20 16:09:07,"Completed","Closed","00:00:45","01:17:18","Sunday"," 9AM"
"AXA-20201207-5103-WLESS","Wireless","Chatbot","PWAN","RIVERS",2020-12-07 10:21:56,2020-12-07 10:31:32,2020-12-07 11:07:08,"Customers End","Bola","Victor",2020-12-07 14:39:47,"Completed","Closed","00:09:36","00:35:36","Monday","10AM"
"AXA-20201226-3862-WiFi4","WiFI - 4","Chatbot","Microchips","OYO",2020-12-26 12:44:41,2020-12-26 12:50:16,2020-12-26 14:33:25,"Customers End","Bola","Victor",2020-12-26 19:08:13,"Completed","Closed","00:05:35","01:43:09","Saturday","12PM"
"AXA-20201219-3628-ICS","Interconnection Services","Chatbot","ShopLite","FCT ABUJA",2020-12-19 11:45:23,2020-12-19 11:50:31,2020-12-19 12:27:54,"Customers End","Bola","Victor",2020-12-19 17:02:13,"Completed","Closed","00:05:08","00:37:23","Saturday","11AM"
"AXA-20201223-2511-WiFi3","WiFI - 3","Email","Sahad","KANO",2020-12-23 12:43:04,2020-12-23 12:44:51,2020-12-23 16:20:09,"Customers End","Bola","Victor",2020-12-23 21:12:34,"Completed","Closed","00:01:47","03:35:18","Wednesday","12PM"
"AXA-20201226-3155-WiFi8","WiFI - 8","Social Media","Jacobs","ENUGU",2020-12-26 12:52:10,2020-12-26 12:54:57,2020-12-26 13:32:43,"Customers End","Bola","Victor",2020-12-26 17:05:11,"Completed","Closed","00:02:47","00:37:46","Saturday","12PM"
"AXA-20201231-1595-CBS","Cloud-based services","Social Media","ShopLite","OGUN",2020-12-31 04:43:12,2020-12-31 04:46:18,2020-12-31 09:08:23,"Line damage","Bola","Victor",2020-12-31 21:42:43,"Completed","Closed","00:03:06","04:22:05","Thursday"," 4AM"
"AXA-20201214-3377-MCON","M Connect","Email","Lemway","ANAMBRA",2020-12-14 15:10:00,2020-12-14 15:20:38,2020-12-14 20:29:17,"Customers End","Bola","Victor",2020-12-15 00:09:12,"Completed","Closed","00:10:38","05:08:39","Monday"," 3PM"
"AXA-20201229-1433-WLESS","Wireless","USSD","CCD","OGUN",2020-12-29 14:07:54,2020-12-29 14:14:00,2020-12-29 18:53:41,"Support network failures","Bola","Victor",2020-12-29 23:15:12,"Completed","Closed","00:06:06","04:39:41","Tuesday"," 2PM"
"AXA-20201216-5889-WiFi5","WiFI - 5","Email","PWAN","NIGER",2020-12-16 10:14:52,2020-12-16 10:25:26,2020-12-16 10:36:13,"Line damage","Bola","Victor",2020-12-16 14:14:35,"Completed","Closed","00:10:34","00:10:47","Wednesday","10AM"
"AXA-20201231-1335-WLESS","Wireless","Social Media","Transnational","PLATEAU",2020-12-31 09:49:09,2020-12-31 09:59:18,2020-12-31 13:12:54,"Support network failures","Bola","Victor",2020-12-31 22:21:27,"Completed","Closed","00:10:09","03:13:36","Thursday"," 9AM"
"AXA-20201206-6118-WiFi6","WiFI - 6","Email","CCD","DELTA",2020-12-06 09:27:50,2020-12-06 09:30:16,2020-12-06 13:54:30,"Customers End","Bola","Victor",2020-12-06 19:16:12,"Completed","Closed","00:02:26","04:24:14","Sunday"," 9AM"
"AXA-20201222-6097-WLESS","Wireless","USSD","Transnational","EDO",2020-12-22 14:58:58,2020-12-22 14:59:18,2020-12-22 17:20:42,"Customers End","Bola","Victor",2020-12-22 21:41:07,"Completed","Closed","00:00:20","02:21:24","Tuesday"," 2PM"
"AXA-20201219-3801-WiFi3","WiFI - 3","USSD","Nabett","DELTA",2020-12-19 08:52:15,2020-12-19 09:00:29,2020-12-19 09:46:08,"Customers End","Bola","Victor",2020-12-19 13:30:26,"Completed","Closed","00:08:14","00:45:39","Saturday"," 8AM"
"AXA-20201212-3103-CBS","Cloud-based services","WebForm","Mikano","KATSINA",2020-12-12 12:13:34,2020-12-12 12:16:42,2020-12-12 16:32:10,"Customers End","Bola","Victor",2020-12-12 21:23:02,"Completed","Closed","00:03:08","04:15:28","Saturday","12PM"
"AXA-20201204-4261-WiFi4","WiFI - 4","Email","Chanrai's","KEBBI",2020-12-04 08:30:47,2020-12-04 08:35:11,2020-12-04 09:12:46,"Line damage","Bola","Victor",2020-12-04 14:02:08,"Completed","Closed","00:04:24","00:37:35","Friday"," 8AM"
"AXA-20201212-3301-WiFi7","WiFI - 7","Phone Call","ShopLite","LAGOS",2020-12-12 08:12:11,2020-12-12 08:13:21,2020-12-12 13:45:59,"Routine Service","Bola","Victor",2020-12-12 17:10:11,"Completed","Closed","00:01:10","05:32:38","Saturday"," 8AM"
"AXA-20201211-4330-WLESS","Wireless","Email","TwinsDeck","BORNO",2020-12-11 08:40:01,2020-12-11 08:44:27,2020-12-11 12:01:39,"hardware failure","Bola","Victor",2020-12-11 15:30:32,"Completed","Closed","00:04:26","03:17:12","Friday"," 8AM"
"AXA-20201229-2023-WLESS","Wireless","Social Media","Jacobs","SOKOTO",2020-12-29 18:46:15,2020-12-29 18:56:50,2020-12-29 22:08:37,"Customers End","Bola","Victor",2020-12-30 13:19:59,"Completed","Closed","00:10:35","03:11:47","Tuesday"," 6PM"
"AXA-20201213-4983-HSE","High speed Internet","USSD","Jiji","SOKOTO",2020-12-13 14:20:42,2020-12-13 14:29:51,2020-12-13 15:11:29,"Customers End","Bola","Victor",2020-12-13 19:05:05,"Completed","Closed","00:09:09","00:41:38","Sunday"," 2PM"
"AXA-20201210-4507-WLESS","Wireless","USSD","Systemtech","NIGER",2020-12-10 14:38:56,2020-12-10 14:42:37,2020-12-10 14:59:21,"Customers End","Bola","Victor",2020-12-10 19:31:07,"Completed","Closed","00:03:41","00:16:44","Thursday"," 2PM"
"AXA-20201230-1783-WLESS","Wireless","Social Media","BetSan","SOKOTO",2020-12-30 20:04:12,2020-12-30 20:04:30,2020-12-31 01:08:48,"Routine Service","Bola","Victor",2020-12-31 08:00:51,"Completed","Closed","00:00:18","05:04:18","Wednesday"," 8PM"
"AXA-20201229-1322-WLESS","Wireless","Social Media","Tidel","IMO",2020-12-29 17:04:03,2020-12-29 17:08:18,2020-12-29 21:20:30,"Customers End","Bola","Victor",2020-12-30 13:22:52,"Completed","Closed","00:04:15","04:12:12","Tuesday"," 5PM"
"AXA-20201223-5758-WiFi10","WiFI - 10","Email","Union","GOMBE",2020-12-23 11:27:31,2020-12-23 11:31:15,2020-12-23 15:40:31,"Customers End","Bola","Victor",2020-12-23 21:31:11,"Completed","Closed","00:03:44","04:09:16","Wednesday","11AM"
"AXA-20201227-2535-HSE","High speed Internet","Email","Kabo","SOKOTO",2020-12-27 13:20:24,2020-12-27 13:26:52,2020-12-27 18:32:27,"Customers End","Bola","Victor",2020-12-27 22:15:13,"Completed","Closed","00:06:28","05:05:35","Sunday"," 1PM"
"AXA-20201223-4387-C95","Cloud95","Phone Call","International","RIVERS",2020-12-23 10:22:20,2020-12-23 10:23:57,2020-12-23 15:46:37,"Customers End","Bola","Victor",2020-12-23 21:14:05,"Completed","Closed","00:01:37","05:22:40","Wednesday","10AM"
"AXA-20201219-4053-WiFi10","WiFI - 10","Email","Dan","CROSS RIVER",2020-12-19 12:08:07,2020-12-19 12:16:22,2020-12-19 14:24:28,"Line damage","Bola","Victor",2020-12-19 19:55:46,"Completed","Closed","00:08:15","02:08:06","Saturday","12PM"
"AXA-20201230-1876-MCON","M Connect","Social Media","MIEC","KEBBI",2020-12-30 10:31:03,2020-12-30 10:40:46,2020-12-30 13:12:13,"Customers End","Bola","Victor",2020-12-30 15:49:30,"Completed","Closed","00:09:43","02:31:27","Wednesday","10AM"
"AXA-20201221-2455-WiFi8","WiFI - 8","Phone Call","Computek","YOBE",2020-12-21 14:14:44,2020-12-21 14:16:11,2020-12-21 18:58:43,"Line damage","Bola","Victor",2020-12-22 00:36:12,"Completed","Closed","00:01:27","04:42:32","Monday"," 2PM"
"AXA-20201212-2248-MCON","M Connect","Email","Spreadweb","KANO",2020-12-12 08:18:14,2020-12-12 08:24:34,2020-12-12 10:37:03,"Customers End","Bola","Victor",2020-12-12 15:04:25,"Completed","Closed","00:06:20","02:12:29","Saturday"," 8AM"
"AXA-20201223-3201-C95","Cloud95","Email","BetSan","ANAMBRA",2020-12-23 08:12:29,2020-12-23 08:12:52,2020-12-23 13:56:56,"hardware failure","Bola","Victor",2020-12-23 18:24:12,"Completed","Closed","00:00:23","05:44:04","Wednesday"," 8AM"
"AXA-20201222-2706-WiFi9","WiFI - 9","USSD","Dan","OGUN",2020-12-22 10:16:14,2020-12-22 10:19:47,2020-12-22 11:43:18,"Line damage","Bola","Victor",2020-12-22 15:59:34,"Completed","Closed","00:03:33","01:23:31","Tuesday","10AM"
"AXA-20201223-4885-C100","Cloud100","Chatbot","Cassava","LAGOS",2020-12-23 12:52:30,2020-12-23 12:55:17,2020-12-23 13:37:01,"Customers End","Bola","Victor",2020-12-23 18:14:17,"Completed","Closed","00:02:47","00:41:44","Wednesday","12PM"
"AXA-20201212-5484-MAC","Metro Area Connect","Chatbot","Jumlaa","ANAMBRA",2020-12-12 09:44:23,2020-12-12 09:55:03,2020-12-12 12:58:40,"Routine Service","Bola","Victor",2020-12-12 17:47:55,"Completed","Closed","00:10:40","03:03:37","Saturday"," 9AM"
"AXA-20201202-4356-HSE","High speed Internet","USSD","FoodCo","BORNO",2020-12-02 11:54:49,2020-12-02 12:04:20,2020-12-02 13:15:45,"Line damage","Bola","Victor",2020-12-02 16:36:01,"Completed","Closed","00:09:31","01:11:25","Wednesday","11AM"
"AXA-20201202-2328-HSE","High speed Internet","Social Media","ShopLite","KEBBI",2020-12-02 10:37:52,2020-12-02 10:46:37,2020-12-02 13:06:42,"Customers End","Bola","Victor",2020-12-02 17:19:14,"Completed","Closed","00:08:45","02:20:05","Wednesday","10AM"
"AXA-20201227-3657-WLESS","Wireless","WebForm","BetSan","KANO",2020-12-27 14:28:37,2020-12-27 14:31:59,2020-12-27 14:41:18,"Routine Service","Bola","Victor",2020-12-27 20:06:52,"Completed","Closed","00:03:22","00:09:19","Sunday"," 2PM"
"AXA-20201231-1273-HSE","High speed Internet","Social Media","NPS","NIGER",2020-12-31 04:52:06,2020-12-31 04:54:31,2020-12-31 10:08:52,"Line damage","Bola","Victor",2020-12-31 21:45:27,"Completed","Closed","00:02:25","05:14:21","Thursday"," 4AM"
"AXA-20201231-1202-HSE","High speed Internet","Social Media","Jiji","OGUN",2020-12-31 08:07:07,2020-12-31 08:13:51,2020-12-31 13:20:10,"Customers End","Bola","Victor",2021-01-01 07:24:49,"Completed","Closed","00:06:44","05:06:19","Thursday"," 8AM"
"AXA-20201214-3880-WiFi8","WiFI - 8","Email","Zercom","ONDO",2020-12-14 10:15:41,2020-12-14 10:20:48,2020-12-14 15:49:57,"Customers End","Bola","Victor",2020-12-14 21:43:17,"Completed","Closed","00:05:07","05:29:09","Monday","10AM"
"AXA-20201224-2548-WiFi10","WiFI - 10","Email","International","ENUGU",2020-12-24 08:55:44,2020-12-24 09:05:15,2020-12-24 11:46:48,"Line damage","Bola","Victor",2020-12-24 15:09:34,"Completed","Closed","00:09:31","02:41:33","Thursday"," 8AM"
"AXA-20201231-1507-HSE","High speed Internet","Social Media","Homebiz","KANO",2020-12-31 16:16:06,2020-12-31 16:19:19,2020-12-31 18:43:56,"Customers End","Bola","Victor",2021-01-01 07:32:17,"Completed","Closed","00:03:13","02:24:37","Thursday"," 4PM"
"AXA-20201208-4302-WiFi8","WiFI - 8","USSD","Jacobs","ONDO",2020-12-08 09:41:44,2020-12-08 09:48:07,2020-12-08 11:15:25,"Customers End","Bola","Victor",2020-12-08 15:00:41,"Completed","Closed","00:06:23","01:27:18","Tuesday"," 9AM"
"AXA-20201212-3214-WiFi10","WiFI - 10","Chatbot","Pentacept","IMO",2020-12-12 12:31:01,2020-12-12 12:33:07,2020-12-12 16:46:26,"Customers End","Bola","Victor",2020-12-12 22:36:55,"Completed","Closed","00:02:06","04:13:19","Saturday","12PM"
"AXA-20201225-5318-EVOICE","EVoice","Phone Call","CCD","BORNO",2020-12-25 11:34:01,2020-12-25 11:34:18,2020-12-25 15:00:06,"Line damage","Bola","Victor",2020-12-25 18:20:39,"Completed","Closed","00:00:17","03:25:48","Friday","11AM"
"AXA-20201225-2910-WLESS","Wireless","Phone Call","Jiji","PLATEAU",2020-12-25 09:55:02,2020-12-25 10:04:27,2020-12-25 14:36:48,"Power Loss","Bola","Victor",2020-12-25 19:27:02,"Completed","Closed","00:09:25","04:32:21","Friday"," 9AM"
"AXA-20201215-3798-WiFi8","WiFI - 8","WebForm","MIEC","IMO",2020-12-15 11:12:03,2020-12-15 11:12:21,2020-12-15 14:33:35,"Customers End","Bola","Victor",2020-12-15 17:46:24,"Completed","Closed","00:00:18","03:21:14","Tuesday","11AM"
"AXA-20201231-1415-CBS","Cloud-based services","Social Media","WinBen","LAGOS",2020-12-31 14:46:16,2020-12-31 14:52:53,2020-12-31 16:54:39,"Line damage","Bola","Victor",2020-12-31 23:18:56,"Completed","Closed","00:06:37","02:01:46","Thursday"," 2PM"
"AXA-20201215-4826-MAC","Metro Area Connect","Social Media","BetSan","ENUGU",2020-12-15 12:48:10,2020-12-15 12:58:29,2020-12-15 16:23:57,"Line damage","Bola","Victor",2020-12-15 21:18:52,"Completed","Closed","00:10:19","03:25:28","Tuesday","12PM"
"AXA-20201231-1529-CBS","Cloud-based services","Social Media","PrinceLine","NIGER",2020-12-31 07:28:06,2020-12-31 07:34:33,2020-12-31 10:46:43,"Customers End","Bola","Victor",2020-12-31 15:57:17,"Completed","Closed","00:06:27","03:12:10","Thursday"," 7AM"
"AXA-20201218-5414-WiFi9","WiFI - 9","Chatbot","Spreadweb","ANAMBRA",2020-12-18 13:50:21,2020-12-18 13:58:40,2020-12-18 19:11:20,"Line damage","Bola","Victor",2020-12-18 22:58:02,"Completed","Closed","00:08:19","05:12:40","Friday"," 1PM"
"AXA-20201205-5310-WLESS","Wireless","WebForm","Jacobs","DELTA",2020-12-05 09:28:49,2020-12-05 09:30:57,2020-12-05 09:56:05,"hardware failure","Bola","Victor",2020-12-05 15:38:49,"Completed","Closed","00:02:08","00:25:08","Saturday"," 9AM"
"AXA-20201231-1671-HSE","High speed Internet","Social Media","OneTres","FCT ABUJA",2020-12-31 12:49:06,2020-12-31 12:56:38,2020-12-31 16:12:57,"Customers End","Bola","Victor",2020-12-31 13:48:48,"Completed","Closed","00:07:32","03:16:19","Thursday","12PM"
"AXA-20201207-2631-WLESS","Wireless","USSD","Sahad","KANO",2020-12-07 09:55:52,2020-12-07 10:04:30,2020-12-07 15:16:08,"Line damage","Bola","Victor",2020-12-07 18:55:26,"Completed","Closed","00:08:38","05:11:38","Monday"," 9AM"
"AXA-20201231-1752-WLESS","Wireless","Social Media","BetSan","GOMBE",2020-12-31 06:52:06,2020-12-31 06:54:25,2020-12-31 08:02:06,"Customers End","Bola","Victor",2020-12-31 21:51:32,"Completed","Closed","00:02:19","01:07:41","Thursday"," 6AM"
"AXA-20201226-2447-VOICE","Voice","Social Media","Computek","FCT ABUJA",2020-12-26 08:34:34,2020-12-26 08:41:16,2020-12-26 10:20:30,"Line damage","Bola","Victor",2020-12-26 16:13:01,"Completed","Closed","00:06:42","01:39:14","Saturday"," 8AM"
"AXA-20201204-4008-WiFi10","WiFI - 10","USSD","BetBoss","DELTA",2020-12-04 14:47:16,2020-12-04 14:53:26,2020-12-04 20:03:05,"Routine Service","Bola","Victor",2020-12-05 00:16:37,"Completed","Closed","00:06:10","05:09:39","Friday"," 2PM"
"AXA-20201216-4275-WiFi6","WiFI - 6","Chatbot","ValueNaija","YOBE",2020-12-16 14:01:22,2020-12-16 14:04:41,2020-12-16 15:32:17,"Line damage","Bola","Victor",2020-12-16 19:57:06,"Completed","Closed","00:03:19","01:27:36","Wednesday"," 2PM"
"AXA-20201217-2336-WiFi10","WiFI - 10","WebForm","ShopLite","DELTA",2020-12-17 08:19:54,2020-12-17 08:21:11,2020-12-17 09:04:57,"Customers End","Bola","Victor",2020-12-17 13:52:38,"Completed","Closed","00:01:17","00:43:46","Thursday"," 8AM"
"AXA-20201224-3166-WLESS","Wireless","WebForm","Jacobs","LAGOS",2020-12-24 15:19:44,2020-12-24 15:30:32,2020-12-24 19:44:37,"Support network failures","Bola","Victor",2020-12-24 23:28:04,"Completed","Closed","00:10:48","04:14:05","Thursday"," 3PM"
"AXA-20201201-4856-WiFi11","WiFI - 11","Email","OneTres","KATSINA",2020-12-01 09:36:13,2020-12-01 09:42:50,2020-12-01 11:08:21,"Customers End","Bola","Victor",2020-12-01 15:36:13,"Completed","Closed","00:06:37","01:25:31","Tuesday"," 9AM"
"AXA-20201205-2543-WLESS","Wireless","Phone Call","International","SOKOTO",2020-12-05 10:35:56,2020-12-05 10:37:28,2020-12-05 11:22:10,"Customers End","Bola","Victor",2020-12-05 15:34:55,"Completed","Closed","00:01:32","00:44:42","Saturday","10AM"
"AXA-20201222-2974-WiFi7","WiFI - 7","Email","International","CROSS RIVER",2020-12-22 15:34:41,2020-12-22 15:35:11,2020-12-22 16:04:50,"Customers End","Bola","Victor",2020-12-22 21:31:24,"Completed","Closed","00:00:30","00:29:39","Tuesday"," 3PM"
"AXA-20201207-3463-MCON","M Connect","USSD","Transnational","TARABA",2020-12-07 11:21:59,2020-12-07 11:30:19,2020-12-07 15:52:22,"Customers End","Bola","Victor",2020-12-07 21:38:54,"Completed","Closed","00:08:20","04:22:03","Monday","11AM"
"AXA-20201228-5702-MAC","Metro Area Connect","Phone Call","Jacobs","KADUNA",2020-12-28 13:29:06,2020-12-28 13:38:16,2020-12-28 17:04:58,"hardware failure","Bola","Victor",2020-12-28 22:55:16,"Completed","Closed","00:09:10","03:26:42","Monday"," 1PM"
"AXA-20201230-1742-WLESS","Wireless","Social Media","BetSan","LAGOS",2020-12-30 15:25:04,2020-12-30 15:26:41,2020-12-30 15:35:16,"Customers End","Bola","Victor",2020-12-31 19:57:20,"Completed","Closed","00:01:37","00:08:35","Wednesday"," 3PM"
"AXA-20201221-3536-C100","Cloud100","Social Media","BetSan","ADAMAWA",2020-12-21 11:40:35,2020-12-21 11:43:44,2020-12-21 14:24:06,"Customers End","Bola","Victor",2020-12-21 19:09:30,"Completed","Closed","00:03:09","02:40:22","Monday","11AM"
"AXA-20201208-5462-VOICE","Voice","USSD","BetSan","LAGOS",2020-12-08 12:37:01,2020-12-08 12:40:46,2020-12-08 12:57:32,"Line damage","Bola","Victor",2020-12-08 16:25:51,"Completed","Closed","00:03:45","00:16:46","Tuesday","12PM"
"AXA-20201203-3369-WiFi7","WiFI - 7","Social Media","Skye","KOGI",2020-12-03 09:30:13,2020-12-03 09:31:24,2020-12-03 14:01:58,"Customers End","Bola","Victor",2020-12-03 19:39:44,"Completed","Closed","00:01:11","04:30:34","Thursday"," 9AM"
"AXA-20201207-5798-MCON","M Connect","USSD","Sahad","OGUN",2020-12-07 10:39:12,2020-12-07 10:45:55,2020-12-07 10:57:30,"Customers End","Bola","Victor",2020-12-07 14:10:24,"Completed","Closed","00:06:43","00:11:35","Monday","10AM"
"AXA-20201228-3271-HSE","High speed Internet","Email","Spreadweb","SOKOTO",2020-12-28 12:42:03,2020-12-28 12:45:15,2020-12-28 14:10:32,"Routine Service","Bola","Victor",2020-12-28 18:45:53,"Completed","Closed","00:03:12","01:25:17","Monday","12PM"
"AXA-20201227-3589-WiFi6","WiFI - 6","Chatbot","Cassava","NASARAWA",2020-12-27 12:02:13,2020-12-27 12:08:32,2020-12-27 13:45:05,"Customers End","Bola","Victor",2020-12-27 18:32:29,"Completed","Closed","00:06:19","01:36:33","Sunday","12PM"
"AXA-20201230-1823-HSE","High speed Internet","Social Media","Microchips","BORNO",2020-12-30 21:52:04,2020-12-30 22:01:39,2020-12-31 03:30:58,"hardware failure","Bola","Victor",2021-01-01 08:17:57,"Completed","Closed","00:09:35","05:29:19","Wednesday"," 9PM"
"AXA-20201213-4420-HSE","High speed Internet","Phone Call","Alumaco","LAGOS",2020-12-13 15:24:27,2020-12-13 15:28:58,2020-12-13 20:12:16,"Customers End","Bola","Victor",2020-12-14 00:58:35,"Completed","Closed","00:04:31","04:43:18","Sunday"," 3PM"
"AXA-20201204-2939-WiFi4","WiFI - 4","Social Media","Cassava","KWARA",2020-12-04 10:55:09,2020-12-04 10:57:31,2020-12-04 16:18:18,"Line damage","Bola","Victor",2020-12-04 19:54:12,"Completed","Closed","00:02:22","05:20:47","Friday","10AM"
"AXA-20201230-2053-HSE","High speed Internet","Social Media","ACCNI","NIGER",2020-12-30 11:40:04,2020-12-30 11:44:26,2020-12-30 13:00:06,"Customers End","Bola","Victor",2020-12-30 14:54:15,"Completed","Closed","00:04:22","01:15:40","Wednesday","11AM"
"AXA-20201223-2757-WiFi9","WiFI - 9","WebForm","FoodCo","KATSINA",2020-12-23 12:06:41,2020-12-23 12:11:08,2020-12-23 14:53:43,"Customers End","Bola","Victor",2020-12-23 20:37:34,"Completed","Closed","00:04:27","02:42:35","Wednesday","12PM"
"AXA-20201213-5076-WiFi6","WiFI - 6","Chatbot","Jiji","ADAMAWA",2020-12-13 15:41:30,2020-12-13 15:50:12,2020-12-13 19:50:36,"Customers End","Bola","Victor",2020-12-14 00:14:53,"Completed","Closed","00:08:42","04:00:24","Sunday"," 3PM"
"AXA-20201212-3646-C100","Cloud100","Email","Marketsquare","KATSINA",2020-12-12 13:07:43,2020-12-12 13:09:54,2020-12-12 13:37:07,"Customers End","Bola","Victor",2020-12-12 18:16:42,"Completed","Closed","00:02:11","00:27:13","Saturday"," 1PM"
"AXA-20201231-1639-HSE","High speed Internet","Social Media","SupaTram","ABIA",2020-12-31 17:19:07,2020-12-31 17:29:50,2020-12-31 22:33:59,"Routine Service","Bola","Victor",2021-01-02 06:43:21,"Completed","Closed","00:10:43","05:04:09","Thursday"," 5PM"
"AXA-20201231-1968-WLESS","Wireless","USSD","International","KOGI",2020-12-31 07:51:52,2020-12-31 08:01:28,2020-12-31 08:14:45,"hardware failure","Bola","Victor",2020-12-31 21:58:12,"Completed","Closed","00:09:36","00:13:17","Thursday"," 7AM"
"AXA-20201213-4563-WiFi8","WiFI - 8","Email","Jiji","KANO",2020-12-13 13:43:31,2020-12-13 13:45:09,2020-12-13 14:17:43,"Line damage","Bola","Victor",2020-12-13 20:05:28,"Completed","Closed","00:01:38","00:32:34","Sunday"," 1PM"
"AXA-20201216-3613-C100","Cloud100","WebForm","Cejex","GOMBE",2020-12-16 11:42:52,2020-12-16 11:45:06,2020-12-16 14:27:27,"Customers End","Bola","Victor",2020-12-16 20:08:10,"Completed","Closed","00:02:14","02:42:21","Wednesday","11AM"
"AXA-20201230-1851-HSE","High speed Internet","Social Media","Spreadweb","RIVERS",2020-12-30 07:01:04,2020-12-30 07:10:20,2020-12-30 10:15:02,"Customers End","Bola","Victor",2020-12-30 12:50:22,"Completed","Closed","00:09:16","03:04:42","Wednesday"," 7AM"
"AXA-20201218-5666-MCON","M Connect","Phone Call","FoodCo","ENUGU",2020-12-18 14:08:29,2020-12-18 14:19:04,2020-12-18 19:34:44,"Customers End","Bola","Victor",2020-12-18 23:12:11,"Completed","Closed","00:10:35","05:15:40","Friday"," 2PM"
"AXA-20201227-5999-ICS","Interconnection Services","Phone Call","Transnational","GOMBE",2020-12-27 15:52:38,2020-12-27 15:55:50,2020-12-27 20:27:09,"Customers End","Bola","Victor",2020-12-27 23:48:51,"Completed","Closed","00:03:12","04:31:19","Sunday"," 3PM"
"AXA-20201226-5596-C100","Cloud100","Social Media","ShopLite","BENUE",2020-12-26 08:34:28,2020-12-26 08:34:33,2020-12-26 13:51:36,"Customers End","Bola","Victor",2020-12-26 18:21:49,"Completed","Closed","00:00:05","05:17:03","Saturday"," 8AM"
"AXA-20201216-5140-WiFi10","WiFI - 10","WebForm","Transnational","DELTA",2020-12-16 13:45:02,2020-12-16 13:54:39,2020-12-16 15:37:44,"Line damage","Bola","Victor",2020-12-16 20:06:16,"Completed","Closed","00:09:37","01:43:05","Wednesday"," 1PM"
"AXA-20201230-1865-HSE","High speed Internet","Social Media","Afrikgold","KWARA",2020-12-30 17:10:06,2020-12-30 17:15:37,2020-12-30 19:53:01,"Customers End","Bola","Victor",2021-01-02 06:28:01,"Completed","Closed","00:05:31","02:37:24","Wednesday"," 5PM"
"AXA-20201229-1874-WLESS","Wireless","Social Media","MIEC","RIVERS",2020-12-29 21:04:04,2020-12-29 21:06:29,2020-12-30 02:42:56,"Customers End","Bola","Victor",2020-12-30 14:13:28,"Completed","Closed","00:02:25","05:36:27","Tuesday"," 9PM"
"AXA-20201225-3208-WiFi6","WiFI - 6","Chatbot","Jiji","ADAMAWA",2020-12-25 08:15:49,2020-12-25 08:16:57,2020-12-25 13:24:02,"Line damage","Bola","Victor",2020-12-25 18:41:35,"Completed","Closed","00:01:08","05:07:05","Friday"," 8AM"
"AXA-20201203-2219-C100","Cloud100","Email","PrinceLine","DELTA",2020-12-03 13:06:00,2020-12-03 13:14:17,2020-12-03 18:23:48,"Customers End","Bola","Victor",2020-12-03 23:50:10,"Completed","Closed","00:08:17","05:09:31","Thursday"," 1PM"
"AXA-20201212-3936-WLESS","Wireless","Email","MIEC","IMO",2020-12-12 08:30:28,2020-12-12 08:40:39,2020-12-12 08:47:03,"Line damage","Bola","Victor",2020-12-12 12:08:59,"Completed","Closed","00:10:11","00:06:24","Saturday"," 8AM"
