start_time,end_time,hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
"Oct 30, 2019 9:30:47 AM","Oct 30, 2019 10:35:48 AM",1261,2,Bank Account,388.13226,District_B,Rural,female,24,3,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
"Oct 30, 2019 11:05:28 AM","Oct 30, 2019 12:11:53 PM",1262,1,VSLA Account,1027.6144,District_C,Rural,female,28,3,primary 6,yes,yes,no,,,,,,yes,yes,no,no,no,no,,no,no
"Oct 30, 2019 12:20:36 PM","Oct 30, 2019 1:52:35 PM",1263,1,VSLA Account,582.19838,District_B,Rural,male,20,6,primary 6,yes,yes,no,,,,,,no,yes,no,yes,no,yes,,no,no
"Oct 30, 2019 1:53:01 PM","Oct 30, 2019 3:02:04 PM",1264,1,SACCO Account,1265.3366,District_B,Rural,male,42,4,primary 6,yes,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 4:49:01 PM","Oct 30, 2019 6:02:27 PM",1264,2,VSLA Account,1265.3366,District_B,Rural,male,42,4,primary 6,yes,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 9:08:41 AM","Oct 30, 2019 10:11:54 AM",1265,1,Mobile Money,45.980952,District_A,Rural,female,31,1,primary 6,no,yes,no,Company_A Company_B,Company_B,no,no,,yes,no,no,yes,no,yes,,no,yes
"Oct 30, 2019 10:17:22 AM","Oct 30, 2019 11:20:02 AM",1265,2,SACCO Account,45.980952,District_A,Rural,female,31,1,primary 6,no,yes,no,Company_A Company_B,Company_B,no,no,,yes,no,no,yes,no,yes,,no,yes
"Oct 30, 2019 11:26:36 AM","Oct 30, 2019 12:49:53 PM",1265,3,VSLA Account,45.980952,District_A,Rural,female,31,1,primary 6,no,yes,no,Company_A Company_B,Company_B,no,no,,yes,no,no,yes,no,yes,,no,yes
"Oct 30, 2019 1:02:39 PM","Oct 30, 2019 2:11:07 PM",1266,1,Mobile Money,544.1462,District_A,Rural,male,32,5,university,no,yes,no,Company_A,,no,no,,no,no,no,no,no,yes,,no,no
"Oct 30, 2019 2:24:01 PM","Oct 30, 2019 3:30:22 PM",1267,1,Mobile Money,111.34603,District_A,Rural,male,50,7,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,,,,,,,,,
"Oct 30, 2019 9:12:10 AM","Oct 30, 2019 10:09:28 AM",1267,2,SACCO Account,111.34603,District_A,Rural,male,50,7,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,,,,,,,,,
"Oct 30, 2019 10:29:53 AM","Oct 30, 2019 11:37:40 AM",1268,1,None,261.47217,District_C,Rural,female,66,4,,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no
"Oct 30, 2019 11:51:45 AM","Oct 30, 2019 1:18:36 PM",1269,1,Mobile Money,410.18732,District_B,Rural,male,47,2,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,,,no,yes,no,no,no,no,,no,no
"Oct 30, 2019 3:23:33 PM","Oct 30, 2019 4:26:11 PM",1269,2,VSLA Account,410.18732,District_B,Rural,male,47,2,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,,,no,yes,no,no,no,no,,no,no
"Oct 30, 2019 4:38:07 PM","Oct 30, 2019 5:54:08 PM",1270,1,Bank Account,137.839,District_A,Rural,female,33,6,primary 4,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 7:44:24 AM","Oct 30, 2019 9:03:05 AM",1270,3,SACCO Account,137.839,District_A,Rural,female,33,6,primary 4,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 10:18:20 AM","Oct 30, 2019 11:28:58 AM",1270,4,VSLA Account,137.839,District_A,Rural,female,33,6,primary 4,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 11:32:17 AM","Oct 30, 2019 12:36:18 PM",1271,1,None,342.00973,District_C,Rural,female,50,6,,yes,yes,yes,,,,yes,,no,yes,yes,yes,no,no,,no,yes
"Oct 30, 2019 12:44:03 PM","Oct 30, 2019 1:51:40 PM",1272,1,VSLA Account,1105.0225,District_B,Rural,female,58,6,,no,,,,,,,,,,,,,,,,
"Oct 30, 2019 2:04:42 PM","Oct 30, 2019 3:13:36 PM",1273,1,VSLA Account,629.80554,District_B,Rural,female,19,2,primary 6,yes,yes,,,,,,,no,no,no,no,no,yes,,no,no
"Oct 30, 2019 3:24:07 PM","Oct 30, 2019 4:25:56 PM",1274,1,Mobile Money,196.98173,District_B,Rural,male,50,5,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,yes,no,yes,yes,yes,yes,no,yes,,no,no
"Oct 30, 2019 11:11:40 AM","Oct 30, 2019 12:13:28 PM",1274,2,SACCO Account,196.98173,District_B,Rural,male,50,5,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,yes,no,yes,yes,yes,yes,no,yes,,no,no
"Oct 30, 2019 12:22:06 PM","Oct 30, 2019 1:34:08 PM",1275,1,VSLA Account,185.88798,District_B,Rural,female,41,5,primary 6,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no
"Oct 30, 2019 1:45:29 PM","Oct 30, 2019 3:00:03 PM",1276,1,Mobile Money,108.19048,District_A,Urban,male,43,2,secondary 3,no,no,no,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,yes,yes,,yes,no
"Oct 30, 2019 3:17:00 PM","Oct 30, 2019 4:30:25 PM",1276,2,Bank Account,108.19048,District_A,Urban,male,43,2,secondary 3,no,no,no,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,yes,yes,,yes,no
"Oct 30, 2019 7:52:20 AM","Oct 30, 2019 9:03:14 AM",1276,3,SACCO Account,108.19048,District_A,Urban,male,43,2,secondary 3,no,no,no,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,yes,yes,,yes,no
"Oct 30, 2019 9:21:42 AM","Oct 30, 2019 10:30:18 AM",1276,4,VSLA Account,108.19048,District_A,Urban,male,43,2,secondary 3,no,no,no,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,yes,yes,,yes,no
"Oct 30, 2019 11:40:25 AM","Oct 30, 2019 12:38:55 PM",1277,1,Mobile Money,888.62698,District_A,Rural,female,26,6,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,yes,yes,yes,,no,no
"Oct 30, 2019 12:57:51 PM","Oct 30, 2019 2:03:01 PM",1278,1,Mobile Money,105.52593,District_B,Rural,female,64,1,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,no,no,no,no,no,,no,no
"Oct 30, 2019 2:15:10 PM","Oct 30, 2019 3:27:26 PM",1278,2,SACCO Account,105.52593,District_B,Rural,female,64,1,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,no,no,no,no,no,,no,no
"Oct 30, 2019 3:46:53 PM","Oct 30, 2019 5:56:16 PM",1279,1,Mobile Money,158.26337,District_B,Rural,male,20,2,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,no,no
"Oct 30, 2019 10:34:11 AM","Oct 30, 2019 11:30:41 AM",1279,2,VSLA Account,158.26337,District_B,Rural,male,20,2,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,no,no
"Oct 30, 2019 11:45:18 AM","Oct 30, 2019 12:46:55 PM",1280,1,Mobile Money,1273.6969,District_A,Urban,male,36,6,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,yes,yes,no,yes,,yes,no
"Oct 30, 2019 12:47:06 PM","Oct 30, 2019 1:51:48 PM",1280,2,Bank Account,1273.6969,District_A,Urban,male,36,6,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,yes,yes,no,yes,,yes,no
"Oct 30, 2019 1:52:02 PM","Oct 30, 2019 3:00:03 PM",1280,3,Online Bank Account,1273.6969,District_A,Urban,male,36,6,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,yes,yes,no,yes,,yes,no
"Oct 30, 2019 3:00:39 PM","Oct 30, 2019 4:26:08 PM",1281,1,Mobile Money,199.84876,District_B,Rural,male,28,3,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,yes,no,no,,no,yes
"Oct 30, 2019 10:10:02 AM","Oct 30, 2019 11:33:35 AM",1281,2,VSLA Account,199.84876,District_B,Rural,male,28,3,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,yes,no,no,,no,yes
"Oct 30, 2019 11:47:32 AM","Oct 30, 2019 12:57:58 PM",1282,1,Mobile Money,211.1408,District_B,Rural,female,23,3,,no,yes,no,Company_A Company_C,Company_A,yes,no,no,yes,yes,no,yes,no,no,,no,no
"Oct 30, 2019 1:10:09 PM","Oct 30, 2019 2:15:25 PM",1282,2,VSLA Account,211.1408,District_B,Rural,female,23,3,,no,yes,no,Company_A Company_C,Company_A,yes,no,no,yes,yes,no,yes,no,no,,no,no
"Oct 30, 2019 3:12:46 PM","Oct 30, 2019 4:26:55 PM",1283,1,Mobile Money,180.62222,District_C,Urban,female,30,5,primary 6,no,yes,no,Company_B,,yes,no,no,yes,yes,no,yes,no,no,,no,no
"Oct 30, 2019 9:46:36 AM","Oct 30, 2019 10:54:29 AM",1283,2,VSLA Account,180.62222,District_C,Urban,female,30,5,primary 6,no,yes,no,Company_B,,yes,no,no,yes,yes,no,yes,no,no,,no,no
"Oct 30, 2019 11:32:15 AM","Oct 30, 2019 12:29:26 PM",1284,1,VSLA Account,59.073857,District_A,Rural,female,26,5,primary 4,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 12:51:01 PM","Oct 30, 2019 2:06:04 PM",1285,1,Mobile Money,135.28433,District_A,Urban,female,60,2,primary 6,no,yes,no,Company_A,,,no,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 2:20:35 PM","Oct 30, 2019 3:40:57 PM",1285,2,Bank Account,135.28433,District_A,Urban,female,60,2,primary 6,no,yes,no,Company_A,,,no,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 4:02:19 PM","Oct 30, 2019 5:12:50 PM",1285,3,VSLA Account,135.28433,District_A,Urban,female,60,2,primary 6,no,yes,no,Company_A,,,no,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 3:58:12 PM","Oct 30, 2019 5:10:27 PM",1286,1,None,561.59545,District_B,Rural,female,20,6,primary 6,yes,yes,,,,,,,no,no,no,yes,no,no,,no,no
"Oct 30, 2019 5:19:05 PM","Oct 30, 2019 6:13:29 PM",1287,1,SACCO Account,173.20178,District_C,Rural,male,38,3,primary 5,yes,yes,no,,,,,,yes,yes,yes,no,no,no,,no,no
"Oct 30, 2019 10:25:26 AM","Oct 30, 2019 11:15:06 AM",1287,2,VSLA Account,173.20178,District_C,Rural,male,38,3,primary 5,yes,yes,no,,,,,,yes,yes,yes,no,no,no,,no,no
"Oct 30, 2019 11:18:20 AM","Oct 30, 2019 12:20:58 PM",1288,1,Mobile Money,587.3981,District_B,Rural,male,45,5,university,no,yes,no,Company_A,,yes,no,,no,yes,no,yes,no,no,,no,no
"Oct 30, 2019 12:35:50 PM","Oct 30, 2019 1:28:25 PM",1288,2,Bank Account,587.3981,District_B,Rural,male,45,5,university,no,yes,no,Company_A,,yes,no,,no,yes,no,yes,no,no,,no,no
"Oct 30, 2019 1:29:25 PM","Oct 30, 2019 2:29:05 PM",1288,3,VSLA Account,587.3981,District_B,Rural,male,45,5,university,no,yes,no,Company_A,,yes,no,,no,yes,no,yes,no,no,,no,no
"Oct 30, 2019 2:34:16 PM","Oct 30, 2019 3:28:09 PM",1289,1,Mobile Money,14.582491,District_A,Rural,female,40,6,tvet,no,yes,no,Company_C,,no,,,no,no,no,no,no,yes,,no,no
"Oct 30, 2019 10:49:44 AM","Oct 30, 2019 12:04:24 PM",1289,2,Bank Account,14.582491,District_A,Rural,female,40,6,tvet,no,yes,no,Company_C,,no,,,no,no,no,no,no,yes,,no,no
"Oct 30, 2019 12:05:10 PM","Oct 30, 2019 1:43:36 PM",1290,1,Mobile Money,302.93333,District_A,Urban,male,31,4,university,no,yes,no,Company_A,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes
"Oct 30, 2019 2:54:25 PM","Oct 30, 2019 4:07:50 PM",1290,2,Bank Account,302.93333,District_A,Urban,male,31,4,university,no,yes,no,Company_A,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes
"Oct 30, 2019 4:08:29 PM","Oct 30, 2019 5:18:08 PM",1290,3,SACCO Account,302.93333,District_A,Urban,male,31,4,university,no,yes,no,Company_A,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes
"Oct 30, 2019 5:50:32 PM","Oct 30, 2019 7:19:56 PM",1291,1,Mobile Money,1201.8511,District_B,Rural,female,23,9,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no
"Oct 30, 2019 11:08:56 AM","Oct 30, 2019 12:32:46 PM",1291,2,VSLA Account,1201.8511,District_B,Rural,female,23,9,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no
"Oct 30, 2019 12:16:48 PM","Oct 30, 2019 1:44:51 PM",1292,1,Mobile Money,265.27473,District_A,Rural,female,38,5,primary 6,no,yes,no,Company_B,,no,,,no,yes,no,yes,no,yes,,no,no
"Oct 30, 2019 1:53:52 PM","Oct 30, 2019 3:03:13 PM",1292,2,VSLA Account,265.27473,District_A,Rural,female,38,5,primary 6,no,yes,no,Company_B,,no,,,no,yes,no,yes,no,yes,,no,no
"Oct 30, 2019 3:04:58 PM","Oct 30, 2019 4:22:48 PM",1293,1,Mobile Money,317.89512,District_C,Urban,male,47,3,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,no,no,yes,,yes,no
"Oct 30, 2019 4:24:38 PM","Oct 30, 2019 5:41:33 PM",1293,2,Bank Account,317.89512,District_C,Urban,male,47,3,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,no,no,yes,,yes,no
"Oct 30, 2019 5:42:37 PM","Oct 30, 2019 6:57:50 PM",1293,3,SACCO Account,317.89512,District_C,Urban,male,47,3,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,no,no,yes,,yes,no
"Oct 30, 2019 3:41:18 PM","Oct 30, 2019 6:32:21 PM",1294,1,VSLA Account,59.073857,District_A,Rural,female,42,6,primary 5,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 9:02:07 AM","Oct 30, 2019 10:16:37 AM",1295,1,Mobile Money,303.04395,District_C,Rural,male,54,6,secondary 4,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,no,yes
"Oct 30, 2019 12:34:03 PM","Oct 30, 2019 2:07:05 PM",1295,2,Bank Account,303.04395,District_C,Rural,male,54,6,secondary 4,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,no,yes
"Oct 30, 2019 2:32:47 PM","Oct 30, 2019 3:43:12 PM",1295,3,SACCO Account,303.04395,District_C,Rural,male,54,6,secondary 4,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,no,yes
"Oct 30, 2019 3:56:55 PM","Oct 30, 2019 5:16:58 PM",1295,4,VSLA Account,303.04395,District_C,Rural,male,54,6,secondary 4,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,,no,yes
"Oct 30, 2019 8:56:31 AM","Oct 30, 2019 10:03:52 AM",1296,1,Mobile Money,213.87654,District_A,Urban,male,34,1,primary 3,no,yes,no,Company_A Company_B,Company_A,,no,,yes,yes,yes,no,no,yes,,no,no
"Oct 30, 2019 10:11:05 AM","Oct 30, 2019 11:20:28 AM",1296,2,SACCO Account,213.87654,District_A,Urban,male,34,1,primary 3,no,yes,no,Company_A Company_B,Company_A,,no,,yes,yes,yes,no,no,yes,,no,no
"Oct 30, 2019 12:51:38 PM","Oct 30, 2019 2:04:02 PM",1297,1,Mobile Money,240.70873,District_B,Rural,male,22,7,secondary 3,no,yes,no,Company_C,,yes,yes,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 4:05:55 PM","Oct 30, 2019 5:17:07 PM",1297,2,VSLA Account,240.70873,District_B,Rural,male,22,7,secondary 3,no,yes,no,Company_C,,yes,yes,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 11:48:24 AM","Oct 30, 2019 12:59:58 PM",1298,1,Mobile Money,442.3172,District_A,Urban,female,40,6,secondary 1,no,yes,no,Company_A Company_B,Company_B,-97,,,no,yes,no,yes,yes,yes,,no,no
"Oct 30, 2019 1:05:58 PM","Oct 30, 2019 1:56:25 PM",1298,2,SACCO Account,442.3172,District_A,Urban,female,40,6,secondary 1,no,yes,no,Company_A Company_B,Company_B,-97,,,no,yes,no,yes,yes,yes,,no,no
"Oct 30, 2019 3:37:46 PM","Oct 30, 2019 5:01:38 PM",1298,3,VSLA Account,442.3172,District_A,Urban,female,40,6,secondary 1,no,yes,no,Company_A Company_B,Company_B,-97,,,no,yes,no,yes,yes,yes,,no,no
"Oct 30, 2019 5:14:59 PM","Oct 30, 2019 6:30:08 PM",1299,1,VSLA Account,879.35698,District_B,Rural,female,57,5,primary 5,no,no,,,,,,,,,,,,,,,
"Oct 30, 2019 6:50:06 PM","Oct 30, 2019 7:43:09 PM",1300,1,VSLA Account,313.80087,District_C,Rural,female,26,2,primary 2,yes,yes,no,,,,,,no,yes,yes,no,no,no,,no,no
"Oct 30, 2019 10:24:26 AM","Oct 30, 2019 11:42:13 AM",1301,1,SACCO Account,320.19394,District_C,Rural,male,42,6,primary 4,yes,yes,,,,,,,,,,,,,,,
"Oct 30, 2019 11:48:13 AM","Oct 30, 2019 1:07:07 PM",1302,1,SACCO Account,138.6321,District_B,Rural,female,41,5,primary 6,yes,yes,no,,,,no,,no,no,no,yes,no,no,,no,no
"Oct 30, 2019 1:11:49 PM","Oct 30, 2019 2:21:38 PM",1303,1,VSLA Account,180.01481,District_B,Rural,female,60,2,primary 2,no,yes,,,,,,,,,,,,,,,
"Oct 30, 2019 2:37:38 PM","Oct 30, 2019 4:12:22 PM",1304,1,VSLA Account,116.5507,District_A,Urban,female,37,7,primary 2,no,yes,,,,,,,,,,,,,,,
"Oct 30, 2019 10:41:04 AM","Oct 30, 2019 11:53:42 AM",1305,1,Mobile Money,202.8237,District_C,Rural,male,35,2,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 12:05:04 PM","Oct 30, 2019 1:23:15 PM",1305,2,Bank Account,202.8237,District_C,Rural,male,35,2,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 1:36:09 PM","Oct 30, 2019 2:53:29 PM",1305,3,VSLA Account,202.8237,District_C,Rural,male,35,2,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
"Oct 30, 2019 3:03:12 PM","Oct 30, 2019 4:18:23 PM",1306,1,None,2840.6148,District_C,Rural,male,18,5,primary 5,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 2:31:48 PM","Oct 30, 2019 3:43:43 PM",1307,1,Mobile Money,406.1418,District_B,Rural,female,35,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
"Oct 30, 2019 4:59:00 PM","Oct 30, 2019 5:55:15 PM",1307,2,SACCO Account,406.1418,District_B,Rural,female,35,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
"Oct 30, 2019 4:36:44 PM","Oct 30, 2019 5:47:24 PM",1307,3,VSLA Account,406.1418,District_B,Rural,female,35,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
"Oct 30, 2019 11:04:45 AM","Oct 30, 2019 12:11:12 PM",1308,1,None,1027.9035,District_B,Rural,male,18,6,secondary 3,yes,yes,no,,,,no,,no,no,no,no,no,yes,,no,no
"Oct 30, 2019 12:29:54 PM","Oct 30, 2019 1:38:56 PM",1309,1,Mobile Money,509.47879,District_A,Urban,male,24,3,secondary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,yes,yes,yes,no,no
"Oct 30, 2019 1:49:35 PM","Oct 30, 2019 2:52:02 PM",1309,2,SACCO Account,509.47879,District_A,Urban,male,24,3,secondary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,yes,yes,yes,no,no
"Oct 30, 2019 3:10:20 PM","Oct 30, 2019 4:23:50 PM",1309,3,VSLA Account,509.47879,District_A,Urban,male,24,3,secondary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,yes,yes,yes,no,no
"Oct 30, 2019 4:43:46 PM","Oct 30, 2019 5:41:59 PM",1310,1,Mobile Money,152.79772,District_B,Rural,male,33,7,primary 2,no,yes,,Company_A,,,yes,,yes,yes,no,yes,no,no,,no,no
"Oct 30, 2019 10:08:49 AM","Oct 30, 2019 11:22:30 AM",1310,2,VSLA Account,152.79772,District_B,Rural,male,33,7,primary 2,no,yes,,Company_A,,,yes,,yes,yes,no,yes,no,no,,no,no
"Oct 30, 2019 11:30:30 AM","Oct 30, 2019 12:34:17 PM",1311,1,Mobile Money,336.50332,District_C,Rural,male,34,4,primary 3,no,no,no,Company_B,,no,no,,no,yes,no,yes,no,yes,,no,no
"Oct 30, 2019 12:39:50 PM","Oct 30, 2019 1:46:19 PM",1312,1,SACCO Account,202.42778,District_C,Rural,male,31,4,primary 6,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 2:08:33 PM","Oct 30, 2019 3:12:38 PM",1313,1,Mobile Money,183.92381,District_A,Rural,male,25,9,university,no,yes,no,Company_A,,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes
"Oct 30, 2019 3:51:27 PM","Oct 30, 2019 5:08:54 PM",1313,2,Bank Account,183.92381,District_A,Rural,male,25,9,university,no,yes,no,Company_A,,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes
"Oct 30, 2019 2:25:27 PM","Oct 30, 2019 3:48:49 PM",1314,1,Mobile Money,89.386667,District_B,Rural,male,44,7,primary 2,no,yes,no,Company_B,,,,,no,no,no,no,no,no,,no,no
"Oct 30, 2019 9:39:08 AM","Oct 30, 2019 10:56:25 AM",1315,1,VSLA Account,59.073857,District_A,Rural,male,42,5,primary 4,no,yes,no,,,,,,,,,,,,,,
"Oct 30, 2019 10:22:55 AM","Oct 30, 2019 11:11:26 AM",1316,1,Mobile Money,324.57143,District_A,Urban,female,49,5,primary 6,no,yes,no,Company_A,,yes,,yes,yes,no,yes,yes,no,yes,yes,no,no
"Oct 30, 2019 11:17:49 AM","Oct 30, 2019 12:15:38 PM",1316,2,Bank Account,324.57143,District_A,Urban,female,49,5,primary 6,no,yes,no,Company_A,,yes,,yes,yes,no,yes,yes,no,yes,yes,no,no
"Oct 30, 2019 1:25:12 PM","Oct 30, 2019 2:28:18 PM",1317,1,Mobile Money,229.13024,District_C,Rural,female,47,2,primary 3,no,yes,no,Company_B,,no,no,no,no,no,no,yes,no,no,,no,no
"Oct 30, 2019 2:33:41 PM","Oct 30, 2019 4:23:42 PM",1318,1,Mobile Money,317.89512,District_C,Urban,female,39,5,secondary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,yes,no
"Oct 30, 2019 11:05:55 AM","Oct 30, 2019 12:45:54 PM",1318,2,SACCO Account,317.89512,District_C,Urban,female,39,5,secondary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,yes,no
"Oct 30, 2019 1:03:45 PM","Oct 30, 2019 2:17:41 PM",1319,1,Mobile Money,135.28433,District_A,Urban,female,27,7,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
"Oct 30, 2019 10:15:28 AM","Oct 30, 2019 11:31:55 AM",1319,2,Bank Account,135.28433,District_A,Urban,female,27,7,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
"Oct 30, 2019 11:36:59 AM","Oct 30, 2019 1:22:10 PM",1319,3,VSLA Account,135.28433,District_A,Urban,female,27,7,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
"Oct 30, 2019 3:00:53 PM","Oct 30, 2019 4:24:21 PM",1320,1,Mobile Money,423.86015,District_C,Urban,female,31,7,university,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
"Oct 30, 2019 10:08:12 AM","Oct 30, 2019 11:30:04 AM",1320,2,Bank Account,423.86015,District_C,Urban,female,31,7,university,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
"Oct 30, 2019 1:01:39 PM","Oct 30, 2019 2:14:16 PM",1320,3,SACCO Account,423.86015,District_C,Urban,female,31,7,university,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
"Oct 30, 2019 2:18:18 PM","Oct 30, 2019 3:21:19 PM",1320,4,VSLA Account,423.86015,District_C,Urban,female,31,7,university,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
"Oct 30, 2019 9:58:59 AM","Oct 30, 2019 11:14:01 AM",1321,1,VSLA Account,355.65987,District_A,Urban,female,22,2,primary 6,yes,yes,yes,,,,yes,,no,no,no,no,no,no,,no,no
"Oct 30, 2019 12:42:51 PM","Oct 30, 2019 1:45:28 PM",1322,1,SACCO Account,615.52535,District_C,Rural,female,52,4,,yes,yes,no,,,,,,no,yes,no,,,no,,no,no
"Oct 30, 2019 1:51:33 PM","Oct 30, 2019 2:59:36 PM",1322,2,VSLA Account,615.52535,District_C,Rural,female,52,4,,yes,yes,no,,,,,,no,yes,no,,,no,,no,no
"Oct 30, 2019 3:18:27 PM","Oct 30, 2019 4:21:09 PM",1323,1,None,160.95894,District_A,Urban,female,19,5,secondary 6,no,,,,,,,,,,,,,,,,
"Oct 30, 2019 5:06:33 PM","Oct 30, 2019 5:49:33 PM",1324,1,Mobile Money,164.56691,District_C,Rural,female,52,2,primary 2,no,no,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,yes,no,no,,no,no
"Oct 30, 2019 8:35:03 AM","Oct 30, 2019 9:55:07 AM",1324,2,SACCO Account,164.56691,District_C,Rural,female,52,2,primary 2,no,no,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,yes,no,no,,no,no
"Oct 30, 2019 9:59:10 AM","Oct 30, 2019 11:21:05 AM",1324,3,VSLA Account,164.56691,District_C,Rural,female,52,2,primary 2,no,no,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,yes,no,no,,no,no
"Oct 30, 2019 11:26:50 AM","Oct 30, 2019 12:43:50 PM",1325,1,Mobile Money,535.97685,District_C,Rural,female,21,3,secondary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,yes,no,no
"Oct 30, 2019 1:23:12 PM","Oct 30, 2019 2:25:34 PM",1325,2,VSLA Account,535.97685,District_C,Rural,female,21,3,secondary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,yes,no,no
